,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
MID1IP1,0,0.361411943,0.513,0.196,0,1,MID1IP1
SLCO3A1,0,0.360962548,0.521,0.176,0,1,SLCO3A1
ACAP2,0,0.360638276,0.594,0.275,0,1,ACAP2
CAPN2,0,0.360479388,0.498,0.148,0,1,CAPN2
HCAR3,0,0.359854952,0.356,0.04,0,1,HCAR3
CAPG,0,0.358485022,0.669,0.4,0,1,CAPG
AP5B1,0,0.358228278,0.401,0.067,0,1,AP5B1
RASSF4,0,0.358110929,0.402,0.05,0,1,RASSF4
SMAP2,0,0.357606084,0.672,0.431,0,1,SMAP2
GNB2,0,0.356527059,0.662,0.35,0,1,GNB2
MYO1G,0,0.356226387,0.602,0.271,0,1,MYO1G
ACTR2,0,0.354187884,0.936,0.775,0,1,ACTR2
CHCHD10,0,0.352614905,0.554,0.227,0,1,CHCHD10
CRTAP,0,0.352202845,0.483,0.154,0,1,CRTAP
PTX3,0,0.352087223,0.288,0.043,0,1,PTX3
CHP1,0,0.351533721,0.501,0.161,0,1,CHP1
CAP1,0,0.351287047,0.778,0.54,0,1,CAP1
AZIN1-AS1,0,0.350612225,0.297,0.04,0,1,AZIN1-AS1
ZBTB7A,0,0.349835521,0.6,0.285,0,1,ZBTB7A
ICAM1,0,0.349542063,0.369,0.058,0,1,ICAM1
FTH1,0,0.349371499,1,0.998,0,1,FTH1
CLEC4A,0,0.348893375,0.356,0.021,0,1,CLEC4A
QPCT,0,0.347168639,0.309,0.008,0,1,QPCT
HEXB,0,0.346415269,0.426,0.092,0,1,HEXB
ETS2,0,0.346156101,0.552,0.231,0,1,ETS2
SIRPB1,0,0.345900086,0.348,0.016,0,1,SIRPB1
NUMB,0,0.34584739,0.479,0.147,0,1,NUMB
MYADM,0,0.345686249,0.887,0.689,0,1,MYADM
PRKACA,0,0.344987943,0.418,0.083,0,1,PRKACA
LRRC25,0,0.344872336,0.36,0.032,0,1,LRRC25
TNFSF10,0,0.34477278,0.376,0.076,0,1,TNFSF10
ALOX5,0,0.344441281,0.362,0.029,0,1,ALOX5
TMEM154,0,0.344012762,0.399,0.092,0,1,TMEM154
CCPG1,0,0.343980076,0.452,0.141,0,1,CCPG1
MX2,0,0.342698267,0.396,0.106,0,1,MX2
VNN2,0,0.342434582,0.315,0.019,0,1,VNN2
GM2A,0,0.341471389,0.38,0.065,0,1,GM2A
FAM120A,0,0.341415451,0.508,0.185,0,1,FAM120A
FYB1,0,0.341341611,0.853,0.665,0,1,FYB1
SLC25A37,0,0.341191107,0.563,0.208,0,1,SLC25A37
DUSP1,0,0.340969083,0.995,0.921,0,1,DUSP1
IFI6,0,0.340842069,0.419,0.176,0,1,IFI6
ATP6AP2,0,0.34058444,0.676,0.427,0,1,ATP6AP2
BLVRA,0,0.340583039,0.399,0.072,0,1,BLVRA
NRGN,0,0.33848678,0.466,0.103,0,1,NRGN
SH3BP2,0,0.337887445,0.432,0.11,0,1,SH3BP2
OAZ1,0,0.337388028,0.997,0.971,0,1,OAZ1
ATP6V0B,0,0.337341654,0.862,0.646,0,1,ATP6V0B
VIM,0,0.336173326,1,0.958,0,1,VIM
GRB2,0,0.335890953,0.767,0.519,0,1,GRB2
ZEB2-AS1,0,0.335427336,0.321,0.028,0,1,ZEB2-AS1
PCBP1,0,0.335196637,0.895,0.722,0,1,PCBP1
CHMP4B,0,0.335157036,0.521,0.201,0,1,CHMP4B
PFKFB3,0,0.335088625,0.385,0.084,0,1,PFKFB3
SPG21,0,0.334495635,0.463,0.145,0,1,SPG21
OSCAR,0,0.333655561,0.358,0.037,0,1,OSCAR
TCIRG1,0,0.33314282,0.442,0.109,0,1,TCIRG1
RTN3,0,0.332950008,0.68,0.435,0,1,RTN3
TGFBI,0,0.332643995,0.311,0.017,0,1,TGFBI
FOSB,0,0.332160243,0.99,0.888,0,1,FOSB
PRNP,0,0.331125451,0.475,0.165,0,1,PRNP
EHBP1L1,0,0.330615708,0.486,0.155,0,1,EHBP1L1
CCDC69,0,0.330253052,0.483,0.166,0,1,CCDC69
CD74,0,0.330129951,0.994,0.87,0,1,CD74
TMED5,0,0.329819127,0.501,0.195,0,1,TMED5
LRRFIP1,0,0.329809789,0.948,0.787,0,1,LRRFIP1
SLC8A1,0,0.329533771,0.352,0.039,0,1,SLC8A1
RASSF2,0,0.328955993,0.437,0.118,0,1,RASSF2
MIDN,0,0.328090576,0.743,0.511,0,1,MIDN
PDE4B,0,0.327621636,0.559,0.342,0,1,PDE4B
HOOK3,0,0.327099492,0.477,0.168,0,1,HOOK3
TIMP1,0,0.32621421,0.823,0.62,0,1,TIMP1
PAK1,0,0.325454266,0.426,0.108,0,1,PAK1
PDXK,0,0.325286854,0.415,0.091,0,1,PDXK
ASGR1,0,0.325015432,0.327,0.026,0,1,ASGR1
RAP2B,0,0.324969846,0.554,0.253,0,1,RAP2B
HCLS1,0,0.324863211,0.699,0.445,0,1,HCLS1
FCGR1A,0,0.324651184,0.353,0.049,0,1,FCGR1A
NCKAP1L,0,0.32462856,0.579,0.281,0,1,NCKAP1L
MAP2K3,0,0.324095837,0.534,0.222,0,1,MAP2K3
CMTM6,0,0.323692794,0.71,0.472,0,1,CMTM6
ZFHX3,0,0.323158441,0.371,0.074,0,1,ZFHX3
MYD88,0,0.322732971,0.409,0.096,0,1,MYD88
BID,0,0.321907061,0.536,0.245,0,1,BID
JDP2,0,0.321156631,0.416,0.118,0,1,JDP2
WAS,0,0.320855968,0.625,0.322,0,1,WAS
CD163,0,0.319915614,0.288,0.01,0,1,CD163
NAAA,0,0.319168465,0.385,0.088,0,1,NAAA
UBE2J1,0,0.31907765,0.618,0.361,0,1,UBE2J1
OSBPL11,0,0.318905806,0.391,0.085,0,1,OSBPL11
DAZAP2,0,0.318732429,0.883,0.694,0,1,DAZAP2
ARL4A,0,0.318649401,0.756,0.564,0,1,ARL4A
AGTPBP1,0,0.318513413,0.462,0.161,0,1,AGTPBP1
CAPZA2,0,0.318314529,0.651,0.4,0,1,CAPZA2
FMNL1,0,0.317179956,0.669,0.393,0,1,FMNL1
FBP1,0,0.316985991,0.333,0.039,0,1,FBP1
RNASEK,0,0.316538266,0.974,0.881,0,1,RNASEK
ATG3,0,0.31559579,0.513,0.216,0,1,ATG3
RNH1,0,0.315096117,0.627,0.354,0,1,RNH1
HNMT,0,0.314802961,0.317,0.02,0,1,HNMT
CD44,0,0.314402488,0.972,0.847,0,1,CD44
RHOB,0,0.313720181,0.437,0.179,0,1,RHOB
PRELID1,0,0.313240352,0.732,0.552,0,1,PRELID1
POLE4,0,0.312987347,0.502,0.205,0,1,POLE4
FKBP1A,0,0.3127502,0.789,0.575,0,1,FKBP1A
LILRA2,0,0.31250231,0.361,0.052,0,1,LILRA2
ZYX,0,0.312350723,0.64,0.362,0,1,ZYX
NFKB2,0,0.311534285,0.387,0.091,0,1,NFKB2
VSTM1,0,0.310960426,0.368,0.084,0,1,VSTM1
MIR222HG,0,0.310374029,0.446,0.183,0,1,MIR222HG
ZNF281,0,0.309949406,0.434,0.157,0,1,ZNF281
RGS19,0,0.30987049,0.519,0.225,0,1,RGS19
DENND10,0,0.309566808,0.443,0.136,0,1,DENND10
CPD,0,0.309129302,0.411,0.133,0,1,CPD
SNX2,0,0.308941003,0.553,0.262,0,1,SNX2
CYBA,0,0.308765904,0.998,0.942,0,1,CYBA
RHOQ,0,0.308749874,0.446,0.149,0,1,RHOQ
ABHD5,0,0.308532025,0.385,0.139,0,1,ABHD5
SNX18,0,0.308384005,0.334,0.051,0,1,SNX18
EHD1,0,0.308293507,0.412,0.139,0,1,EHD1
RBMS1,0,0.307783071,0.507,0.209,0,1,RBMS1
TRIM38,0,0.307310667,0.469,0.191,0,1,TRIM38
MCEMP1,0,0.307017125,0.298,0.02,0,1,MCEMP1
MAN2B1,0,0.306284628,0.478,0.171,0,1,MAN2B1
METRNL,0,0.304812466,0.504,0.201,0,1,METRNL
JMJD1C,0,0.304594369,0.768,0.587,0,1,JMJD1C
NQO2,0,0.304140591,0.399,0.118,0,1,NQO2
NOTCH2,0,0.302791019,0.381,0.086,0,1,NOTCH2
RNF144B,0,0.302613996,0.327,0.051,0,1,RNF144B
MIR22HG,0,0.301102489,0.375,0.085,0,1,MIR22HG
AC015912.3,0,0.299731927,0.318,0.054,0,1,AC015912.3
HRH2,0,0.299071158,0.339,0.053,0,1,HRH2
SIRPA,0,0.298773125,0.329,0.035,0,1,SIRPA
RHOG,0,0.29868845,0.718,0.48,0,1,RHOG
PIK3AP1,0,0.298247381,0.389,0.099,0,1,PIK3AP1
LMNA,0,0.297103593,0.438,0.257,0,1,LMNA
YWHAB,0,0.297035849,0.923,0.785,0,1,YWHAB
RBPJ,0,0.296398634,0.516,0.237,0,1,RBPJ
MSRB1,0,0.295999736,0.352,0.066,0,1,MSRB1
LILRB1,0,0.295573385,0.289,0.021,0,1,LILRB1
ENTPD1,0,0.295565733,0.301,0.026,0,1,ENTPD1
SCIMP,0,0.2949414,0.3,0.018,0,1,SCIMP
WDR26,0,0.294886933,0.462,0.184,0,1,WDR26
SNX27,0,0.29481044,0.372,0.087,0,1,SNX27
BNIP3L,0,0.294407478,0.612,0.356,0,1,BNIP3L
HLA-DRB11,0,0.294364702,0.89,0.681,0,1,HLA-DRB1
CTSL,0,0.294361823,0.287,0.033,0,1,CTSL
KLF6,0,0.292058983,0.997,0.937,0,1,KLF6
MGAT1,0,0.291520524,0.44,0.156,0,1,MGAT1
TNF,0,0.290885053,0.292,0.068,0,1,TNF
PNP,0,0.29061081,0.465,0.198,0,1,PNP
BTG1,0,0.29043605,0.985,0.854,0,1,BTG1
IQSEC1,0,0.290273242,0.36,0.078,0,1,IQSEC1
RAB27A,0,0.290197208,0.442,0.164,0,1,RAB27A
HACD4,0,0.289902874,0.48,0.2,0,1,HACD4
AC096667.1,0,0.289888611,0.324,0.04,0,1,AC096667.1
ZFYVE16,0,0.289400033,0.362,0.101,0,1,ZFYVE16
FOSL2,0,0.289185077,0.602,0.319,0,1,FOSL2
NADK,0,0.289128068,0.367,0.082,0,1,NADK
HLA-DRB5,0,0.288719888,0.357,0.143,0,1,HLA-DRB5
LILRB4,0,0.288649176,0.3,0.022,0,1,LILRB4
UNC93B1,0,0.288514363,0.385,0.095,0,1,UNC93B1
CCL4L2,0,0.288462792,0.257,0.087,0,1,CCL4L2
IL10RB,0,0.288088601,0.385,0.1,0,1,IL10RB
PELI1,0,0.287985712,0.399,0.148,0,1,PELI1
AP2S1,0,0.287980479,0.722,0.495,0,1,AP2S1
IFI44L,0,0.287844766,0.25,0.049,0,1,IFI44L
NFAM1,0,0.287465157,0.295,0.012,0,1,NFAM1
TACC1,0,0.287140398,0.538,0.274,0,1,TACC1
MSN,0,0.287131982,0.82,0.649,0,1,MSN
BLOC1S1,0,0.286933678,0.722,0.522,0,1,BLOC1S1
CREG1,0,0.286457566,0.533,0.266,0,1,CREG1
LAMP2,0,0.286069646,0.548,0.275,0,1,LAMP2
FAM49B,0,0.285738972,0.657,0.417,0,1,FAM49B
SLA,0,0.284874786,0.421,0.156,0,1,SLA
TBXAS1,0,0.284689638,0.449,0.172,0,1,TBXAS1
STK17B,0,0.283229032,0.96,0.812,0,1,STK17B
P2RX4,0,0.28145997,0.366,0.106,0,1,P2RX4
PSTPIP1,0,0.280413505,0.369,0.089,0,1,PSTPIP1
PRKAG2,0,0.280274515,0.442,0.176,0,1,PRKAG2
ATP6V1B2,0,0.28026117,0.373,0.103,0,1,ATP6V1B2
HMOX1,0,0.279982991,0.27,0.017,0,1,HMOX1
BCL2L11,0,0.279778653,0.321,0.065,0,1,BCL2L11
MAP4K4,0,0.279741649,0.501,0.248,0,1,MAP4K4
PARP14,0,0.279730015,0.399,0.171,0,1,PARP14
PIM3,0,0.279525966,0.579,0.347,0,1,PIM3
MAPK6,0,0.279300513,0.441,0.186,0,1,MAPK6
OSTF1,0,0.278807283,0.537,0.258,0,1,OSTF1
FAM200B,0,0.278663349,0.433,0.166,0,1,FAM200B
P2RY13,0,0.278560147,0.278,0.031,0,1,P2RY13
CNPY3,0,0.278325147,0.677,0.445,0,1,CNPY3
SHKBP1,0,0.27800897,0.445,0.164,0,1,SHKBP1
TRAPPC5,0,0.277718399,0.823,0.659,0,1,TRAPPC5
ODF3B,0,0.277316952,0.336,0.061,0,1,ODF3B
ADAP2,0,0.277257001,0.287,0.02,0,1,ADAP2
ANPEP,0,0.277116577,0.34,0.091,0,1,ANPEP
IRF8,0,0.277023076,0.377,0.098,0,1,IRF8
HIPK3,0,0.277003238,0.444,0.173,0,1,HIPK3
DOCK8,0,0.275590661,0.529,0.264,0,1,DOCK8
PLEKHG2,0,0.275539999,0.294,0.057,0,1,PLEKHG2
DOCK2,0,0.275277608,0.55,0.286,0,1,DOCK2
CRIP1,0,0.274668328,0.84,0.71,0,1,CRIP1
SYNGR2,0,0.274663285,0.433,0.162,0,1,SYNGR2
SAT2,0,0.274423796,0.488,0.218,0,1,SAT2
PLIN2,0,0.273726106,0.518,0.318,0,1,PLIN2
LINC01588,0,0.271775862,0.253,0.023,0,1,LINC01588
ADAM10,0,0.271300171,0.487,0.22,0,1,ADAM10
PRAM1,0,0.271138518,0.478,0.204,0,1,PRAM1
RAB1A,0,0.271123889,0.502,0.232,0,1,RAB1A
CSF2RA,0,0.27058607,0.319,0.05,0,1,CSF2RA
RAB32,0,0.270418626,0.549,0.27,0,1,RAB32
PPP1R15A,0,0.270107058,0.982,0.909,0,1,PPP1R15A
ATP6V1F,0,0.269725403,0.784,0.61,0,1,ATP6V1F
MCTP1,0,0.268471627,0.323,0.06,0,1,MCTP1
NR4A2,0,0.267203416,0.678,0.471,0,1,NR4A2
RNF19B,0,0.267183408,0.326,0.079,0,1,RNF19B
SQOR,0,0.267040217,0.359,0.097,0,1,SQOR
NABP1,0,0.266975122,0.403,0.173,0,1,NABP1
OSBPL8,0,0.266931194,0.588,0.393,0,1,OSBPL8
BNIP2,0,0.266820007,0.678,0.47,0,1,BNIP2
MAP3K3,0,0.266529791,0.364,0.1,0,1,MAP3K3
SAP30,0,0.265624364,0.425,0.202,0,1,SAP30
DIAPH2,0,0.265418742,0.422,0.164,0,1,DIAPH2
CTBS,0,0.265006432,0.416,0.161,0,1,CTBS
PTPN12,0,0.264489894,0.432,0.165,0,1,PTPN12
MICU1,0,0.264393351,0.37,0.114,0,1,MICU1
MYH9,0,0.264083439,0.682,0.471,0,1,MYH9
NAGK,0,0.2638465,0.391,0.13,0,1,NAGK
EIF4E3,0,0.263654284,0.342,0.09,0,1,EIF4E3
CDKN2D,0,0.263622714,0.593,0.342,0,1,CDKN2D
ZNF267,0,0.263409665,0.385,0.136,0,1,ZNF267
CMIP,0,0.262676151,0.416,0.153,0,1,CMIP
IGF2R,0,0.262640187,0.322,0.074,0,1,IGF2R
TANK,0,0.262519159,0.465,0.201,0,1,TANK
GLTP,0,0.26203233,0.411,0.153,0,1,GLTP
GNG10,0,0.261431838,0.453,0.199,0,1,GNG10
RELT,0,0.261398177,0.373,0.113,0,1,RELT
IFI27L2,0,0.261064741,0.461,0.197,0,1,IFI27L2
MT2A,0,0.260951835,0.56,0.419,0,1,MT2A
GAA,0,0.260797913,0.311,0.05,0,1,GAA
CR1,0,0.260589542,0.251,0.021,0,1,CR1
DIAPH1,0,0.259864458,0.543,0.29,0,1,DIAPH1
DSE,0,0.25947798,0.306,0.091,0,1,DSE
SLC36A4,0,0.258122318,0.337,0.09,0,1,SLC36A4
DNAJC3,0,0.257631601,0.442,0.2,0,1,DNAJC3
RAP1A,0,0.25736747,0.538,0.287,0,1,RAP1A
GNG5,0,0.257258763,0.91,0.772,0,1,GNG5
KDM1B,0,0.256958019,0.341,0.097,0,1,KDM1B
TMEM205,0,0.256550623,0.45,0.198,0,1,TMEM205
ARPC3,0,0.25622978,0.99,0.953,0,1,ARPC3
OAZ2,0,0.256229718,0.378,0.136,0,1,OAZ2
IL13RA1,0,0.255892011,0.301,0.054,0,1,IL13RA1
SOCS3,0,0.255756637,0.415,0.198,0,1,SOCS3
SQSTM1,0,0.255272008,0.658,0.46,0,1,SQSTM1
CTSA,0,0.25512807,0.552,0.293,0,1,CTSA
BCL3,0,0.254697555,0.388,0.139,0,1,BCL3
MYL6,0,0.254576565,0.995,0.969,0,1,MYL6
MAP1LC3B,0,0.254195465,0.793,0.635,0,1,MAP1LC3B
CAPZA1,0,0.254189745,0.649,0.437,0,1,CAPZA1
ARHGAP30,0,0.253696566,0.464,0.209,0,1,ARHGAP30
CTNNA1,0,0.253670437,0.344,0.09,0,1,CTNNA1
SMCO4,0,0.253407082,0.276,0.03,0,1,SMCO4
TCF7L2,0,0.253361499,0.315,0.093,0,1,TCF7L2
HCAR2,0,0.253336565,0.268,0.039,0,1,HCAR2
HLA-DPA1,0,0.253123164,0.845,0.668,0,1,HLA-DPA1
KCNE3,0,0.25309078,0.286,0.041,0,1,KCNE3
PPP1R18,0,0.252738015,0.49,0.231,0,1,PPP1R18
HECA,0,0.252406723,0.447,0.2,0,1,HECA
LSP1,0,0.252040502,0.749,0.605,0,1,LSP1
CPEB4,0,0.251930624,0.378,0.135,0,1,CPEB4
TMEM30A,0,0.251704169,0.426,0.183,0,1,TMEM30A
LAMTOR4,0,0.251679591,0.89,0.763,0,1,LAMTOR4
PTP4A2,0,0.251518027,0.896,0.79,0,1,PTP4A2
EGR1,0,0.251165436,0.43,0.242,0,1,EGR1
HK3,0,0.250642168,0.256,0.012,0,1,HK3
ACTB,0,0.250496976,1,0.991,0,1,ACTB
RNF13,0,0.250282,0.374,0.128,0,1,RNF13
RRAS,0,0.25026918,0.276,0.052,0,1,RRAS
CERT1,0,0.250099811,0.405,0.164,0,1,CERT1
AZU1,0,0.77209819,0.496,0.166,0,2,AZU1
ELANE,0,0.627178591,0.352,0.08,0,2,ELANE
MPO1,0,0.607503953,0.729,0.37,0,2,MPO
CFD1,0,0.546847583,0.88,0.524,0,2,CFD
XIST,0,0.492080306,0.647,0.371,0,2,XIST
CTSG,0,0.465951774,0.279,0.072,0,2,CTSG
ANKRD281,0,0.400075687,0.95,0.683,0,2,ANKRD28
SOX41,0,0.391286931,0.896,0.576,0,2,SOX4
PRSS571,0,0.371582005,0.657,0.342,0,2,PRSS57
GIHCG1,0,0.355240375,0.789,0.452,0,2,GIHCG
ATP8B4,0,0.310992701,0.405,0.183,0,2,ATP8B4
ARID1B,0,0.301464101,0.759,0.541,0,2,ARID1B
MT-ND4L,0,0.299340087,0.95,0.868,0,2,MT-ND4L
MGST1,0,0.294296641,0.649,0.413,0,2,MGST1
AC020916.11,0,0.292261493,0.948,0.799,0,2,AC020916.1
SELENOP,0,0.28847598,0.269,0.07,0,2,SELENOP
TENT5A,0,0.287072306,0.429,0.279,0,2,TENT5A
YBX3,0,0.285534972,0.923,0.688,0,2,YBX3
SPN,0,0.270819487,0.711,0.493,0,2,SPN
PLPPR3,0,0.264550851,0.262,0.046,0,2,PLPPR3
CDK61,0,0.257680952,0.784,0.513,0,2,CDK6
TPM41,0,0.254819479,0.847,0.66,0,2,TPM4
LTB,0,1.154341843,0.903,0.226,0,3,LTB
IL7R,0,1.11119909,0.85,0.103,0,3,IL7R
IL32,0,0.962257075,0.867,0.179,0,3,IL32
PCED1B-AS1,0,0.905414818,0.821,0.165,0,3,PCED1B-AS1
BCL11B,0,0.900368825,0.797,0.101,0,3,BCL11B
CD3D,0,0.891305022,0.834,0.154,0,3,CD3D
CD3G,0,0.864684857,0.789,0.106,0,3,CD3G
CD3E,0,0.854718075,0.807,0.127,0,3,CD3E
TRBC2,0,0.817092464,0.771,0.227,0,3,TRBC2
ETS1,0,0.794416376,0.819,0.195,0,3,ETS1
TRAC,0,0.791863707,0.722,0.114,0,3,TRAC
PIK3IP1,0,0.692482582,0.738,0.169,0,3,PIK3IP1
GIMAP7,0,0.682410743,0.644,0.113,0,3,GIMAP7
CD2,0,0.652166268,0.661,0.114,0,3,CD2
TCF7,0,0.644362769,0.665,0.14,0,3,TCF7
CD48,0,0.622698668,0.866,0.47,0,3,CD48
TRBC1,0,0.606877711,0.495,0.115,0,3,TRBC1
RCAN3,0,0.586306772,0.638,0.144,0,3,RCAN3
LEPROTL1,0,0.563595618,0.816,0.46,0,3,LEPROTL1
MAL,0,0.562822474,0.511,0.025,0,3,MAL
NOSIP,0,0.556212092,0.625,0.213,0,3,NOSIP
LIME1,0,0.553166105,0.678,0.204,0,3,LIME1
ARL4C,0,0.552282346,0.768,0.357,0,3,ARL4C
PRKCQ-AS1,0,0.549495341,0.565,0.123,0,3,PRKCQ-AS1
IFITM1,0,0.54114973,0.638,0.175,0,3,IFITM1
LEF1,0,0.523984404,0.496,0.037,0,3,LEF1
TXNIP,0,0.50225071,0.979,0.824,0,3,TXNIP
LCK,0,0.496129922,0.549,0.091,0,3,LCK
MGAT4A,0,0.49425539,0.618,0.208,0,3,MGAT4A
CD69,0,0.478161727,0.915,0.654,0,3,CD69
SPOCK2,0,0.47714866,0.533,0.092,0,3,SPOCK2
SARAF,0,0.470157697,0.977,0.84,0,3,SARAF
CCR7,0,0.465291535,0.433,0.029,0,3,CCR7
CD52,0,0.463010678,0.965,0.683,0,3,CD52
ISG20,0,0.461955428,0.578,0.166,0,3,ISG20
BTG11,0,0.461953753,0.997,0.868,0,3,BTG1
DNAJB1,0,0.450000251,0.707,0.388,0,3,DNAJB1
CAMK4,0,0.442237736,0.428,0.031,0,3,CAMK4
TNFAIP31,0,0.441253756,0.908,0.677,0,3,TNFAIP3
OXNAD1,0,0.435444984,0.449,0.062,0,3,OXNAD1
KLF2,0,0.430472929,0.986,0.836,0,3,KLF2
EVL,0,0.423613356,0.664,0.285,0,3,EVL
CD27,0,0.414545045,0.413,0.038,0,3,CD27
TLE5,0,0.405670824,0.938,0.743,0,3,TLE5
C12orf57,0,0.402267032,0.889,0.661,0,3,C12orf57
CXCR4,0,0.397982374,0.936,0.719,0,3,CXCR4
CLEC2D,0,0.394212943,0.482,0.128,0,3,CLEC2D
FLT3LG,0,0.390991574,0.419,0.061,0,3,FLT3LG
CD247,0,0.380911202,0.516,0.116,0,3,CD247
MCUB,0,0.372557103,0.492,0.148,0,3,MCUB
RGS10,0,0.367170864,0.7,0.437,0,3,RGS10
TOB1,0,0.366217626,0.545,0.246,0,3,TOB1
LINC00861,0,0.363327782,0.374,0.044,0,3,LINC00861
NSMCE3,0,0.362570517,0.487,0.173,0,3,NSMCE3
SYNE2,0,0.36221163,0.404,0.106,0,3,SYNE2
TOMM7,0,0.357515613,0.992,0.937,0,3,TOMM7
STK17A,0,0.35747226,0.593,0.292,0,3,STK17A
JUNB,0,0.35727159,0.979,0.902,0,3,JUNB
TRABD2A,0,0.355229376,0.346,0.023,0,3,TRABD2A
RORA,0,0.351619948,0.394,0.086,0,3,RORA
CALM1,0,0.344149992,0.988,0.893,0,3,CALM1
CD6,0,0.340218153,0.375,0.054,0,3,CD6
NDFIP1,0,0.335475561,0.61,0.325,0,3,NDFIP1
LDHB1,0,0.333359789,0.943,0.764,0,3,LDHB
FAM107B,0,0.33090576,0.695,0.454,0,3,FAM107B
HLA-F,0,0.328534254,0.611,0.296,0,3,HLA-F
SH3YL1,0,0.324686828,0.36,0.075,0,3,SH3YL1
LBH,0,0.323836516,0.399,0.104,0,3,LBH
RHOH,0,0.322661001,0.525,0.233,0,3,RHOH
TNFAIP8,0,0.321606414,0.541,0.251,0,3,TNFAIP8
IL6ST,0,0.319906898,0.415,0.14,0,3,IL6ST
ATM,0,0.315867907,0.508,0.237,0,3,ATM
HLA-E,0,0.312525587,0.988,0.885,0,3,HLA-E
PLAAT4,0,0.309210656,0.556,0.269,0,3,PLAAT4
GZMM,0,0.308846192,0.462,0.121,0,3,GZMM
LAT,0,0.30604793,0.414,0.112,0,3,LAT
CYTIP,0,0.304553626,0.617,0.329,0,3,CYTIP
RASGRP1,0,0.303764664,0.346,0.066,0,3,RASGRP1
TRAT1,0,0.296996858,0.312,0.046,0,3,TRAT1
DDIT4,0,0.295433963,0.497,0.27,0,3,DDIT4
SKAP1,0,0.295346449,0.359,0.073,0,3,SKAP1
MAML2,0,0.292833008,0.396,0.137,0,3,MAML2
SEPTIN1,0,0.292242377,0.417,0.145,0,3,SEPTIN1
LINC01138,0,0.292003685,0.349,0.079,0,3,LINC01138
GCC2,0,0.291029212,0.649,0.468,0,3,GCC2
ZNF331,0,0.290553836,0.411,0.171,0,3,ZNF331
CD28,0,0.288567379,0.294,0.03,0,3,CD28
TMEM243,0,0.287219136,0.425,0.16,0,3,TMEM243
CD71,0,0.286482518,0.546,0.261,0,3,CD7
SBDS,0,0.286036938,0.669,0.492,0,3,SBDS
CDKN1B,0,0.285529103,0.488,0.238,0,3,CDKN1B
NOP53,0,0.285219729,0.959,0.859,0,3,NOP53
PRDX2,0,0.284554122,0.533,0.215,0,3,PRDX2
FCMR,0,0.283931949,0.328,0.06,0,3,FCMR
SLFN5,0,0.283871562,0.327,0.075,0,3,SLFN5
TRAF3IP3,0,0.28335161,0.527,0.288,0,3,TRAF3IP3
EEF1D,0,0.281555509,0.995,0.959,0,3,EEF1D
GIMAP1,0,0.279721626,0.363,0.107,0,3,GIMAP1
SOCS31,0,0.27934527,0.446,0.221,0,3,SOCS3
ITK,0,0.277755,0.293,0.036,0,3,ITK
RESF1,0,0.277475062,0.508,0.278,0,3,RESF1
ARID5B,0,0.276741722,0.353,0.149,0,3,ARID5B
RPS27,0,0.275339403,1,0.994,0,3,RPS27
ABLIM1,0,0.273520041,0.342,0.089,0,3,ABLIM1
FYB11,0,0.271763879,0.842,0.689,0,3,FYB1
DDX24,0,0.271292385,0.751,0.594,0,3,DDX24
AQP3,0,0.271013482,0.272,0.035,0,3,AQP3
RPL21,0,0.269980434,1,0.995,0,3,RPL21
BCAS2,0,0.26807938,0.488,0.256,0,3,BCAS2
LINC01578,0,0.26637133,0.943,0.869,0,3,LINC01578
RPS29,0,0.26401776,1,0.993,0,3,RPS29
BCL2,0,0.263962016,0.443,0.23,0,3,BCL2
SOCS1,0,0.263035885,0.331,0.099,0,3,SOCS1
RPS25,0,0.262541478,1,0.993,0,3,RPS25
RPSA,0,0.258291125,1,0.978,0,3,RPSA
RPS10,0,0.257347202,1,0.986,0,3,RPS10
OCIAD2,0,0.257170304,0.487,0.242,0,3,OCIAD2
SNRPN,0,0.252316387,0.468,0.224,0,3,SNRPN
EML4,0,0.251503684,0.385,0.165,0,3,EML4
BTG2,0,0.250419169,0.764,0.618,0,3,BTG2
CCL5,0,1.467520022,0.922,0.277,0,4,CCL5
GNLY,0,1.465634091,0.702,0.104,0,4,GNLY
NKG7,0,1.320926819,0.933,0.427,0,4,NKG7
GZMA,0,1.235391971,0.808,0.045,0,4,GZMA
IL321,0,1.126064557,0.829,0.188,0,4,IL32
GZMH,0,1.082163655,0.644,0.032,0,4,GZMH
CST7,0,1.070032246,0.819,0.161,0,4,CST7
GZMB,0,0.992591151,0.586,0.032,0,4,GZMB
FGFBP2,0,0.933777139,0.549,0.028,0,4,FGFBP2
GZMM1,0,0.923858053,0.752,0.091,0,4,GZMM
ARL4C1,0,0.875348888,0.87,0.349,0,4,ARL4C
CCL4,0,0.826813359,0.611,0.13,0,4,CCL4
KLRB1,0,0.819394908,0.511,0.046,0,4,KLRB1
KLRD1,0,0.791880609,0.555,0.02,0,4,KLRD1
CD2471,0,0.781593855,0.65,0.104,0,4,CD247
CTSW1,0,0.724885727,0.74,0.303,0,4,CTSW
TRBC11,0,0.714195713,0.582,0.108,0,4,TRBC1
PRF1,0,0.707342874,0.527,0.038,0,4,PRF1
SYNE21,0,0.699656756,0.598,0.087,0,4,SYNE2
PCED1B-AS11,0,0.692014253,0.724,0.181,0,4,PCED1B-AS1
