"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:0034612"	"GO:0034612"	"response to tumor necrosis factor"	"20/481"	"312/18670"	0.000183830275885174	0.0112294037097858	0.0100567600551919	"CCL7/CCL2/CCL23/CCL4/PSMA4/ICAM1/ZFP36L1/TXNDC17/PSMB3/NFKBIA/TNFSF13B/SHARPIN/GBP2/TRADD/PSMD8/RPS3/NKX3-1/TMSB4X/PYCARD/CASP4"	20
"GO:0042255"	"GO:0042255"	"ribosome assembly"	"8/481"	"63/18670"	0.000204579487365946	0.0122615778030403	0.0109811481580081	"MRTO4/RPS28/RPL38/RPL5/RPS15/RPS5/EIF6/NPM1"	8
"GO:0009164"	"GO:0009164"	"nucleoside catabolic process"	"6/481"	"34/18670"	0.000206462488732204	0.0122615778030403	0.0109811481580081	"NT5C/ADA2/APOBEC3H/TYMP/HDDC3/HPRT1"	6
"GO:0070371"	"GO:0070371"	"ERK1 and ERK2 cascade"	"20/481"	"317/18670"	0.000226757979995163	0.0132824263350591	0.0118953933846056	"GLIPR2/CCL7/CCL2/SCIMP/CCL23/CCL4/TIAM1/TGFB1/ICAM1/ZFP36L1/DUSP3/EZR/CAVIN3/NRP1/CSF1R/LGALS9/TNIP1/RIPK2/PYCARD/NPTN"	20
"GO:0071347"	"GO:0071347"	"cellular response to interleukin-1"	"14/481"	"179/18670"	0.000230557317866163	0.0133224742053474	0.0119312592090626	"CCL7/CCL2/CCL23/CCL4/PSMA4/ICAM1/PSMB3/NFKBIA/TNIP2/GBP2/RIPK2/PSMD8/NKX3-1/PYCARD"	14
"GO:0042776"	"GO:0042776"	"mitochondrial ATP synthesis coupled proton transport"	"5/481"	"23/18670"	0.00025472947140521	0.014522976263049	0.0130063974311881	"ATP5F1E/ATP5MG/ATP5F1B/ATP5F1A/ATP5MC2"	5
"GO:0010821"	"GO:0010821"	"regulation of mitochondrion organization"	"14/481"	"182/18670"	0.000273728182827611	0.0153385060420695	0.01373676455641	"NMT1/CHCHD10/ACAA2/TOMM7/UBE2L3/TRIAP1/PPIF/PRELID1/LMAN1/PMAIP1/BAX/CLU/PYCARD/BNIP3L"	14
"GO:0034656"	"GO:0034656"	"nucleobase-containing small molecule catabolic process"	"7/481"	"50/18670"	0.000276207896454479	0.0153385060420695	0.01373676455641	"NT5C/ADA2/APOBEC3H/TYMP/NUDT5/HDDC3/HPRT1"	7
"GO:0052548"	"GO:0052548"	"regulation of endopeptidase activity"	"24/481"	"425/18670"	0.000296383945876066	0.016247919904693	0.0145512118096778	"PDCD2/PIH1D1/SERPINB6/APLP2/CST6/CTSD/PRDX5/SERPINB9/BST2/LGALS9/TRIAP1/PRELID1/CD109/VSIR/TRADD/RIPK2/RPS3/NKX3-1/PMAIP1/BAX/SERPINF1/PYCARD/CASP4/CST3"	24
"GO:0070372"	"GO:0070372"	"regulation of ERK1 and ERK2 cascade"	"19/481"	"300/18670"	0.000307894354336107	0.0166652691030531	0.0149249788284445	"GLIPR2/CCL7/CCL2/SCIMP/CCL23/CCL4/TIAM1/TGFB1/ICAM1/DUSP3/EZR/CAVIN3/NRP1/CSF1R/LGALS9/TNIP1/RIPK2/PYCARD/NPTN"	19
"GO:0070555"	"GO:0070555"	"response to interleukin-1"	"15/481"	"207/18670"	0.000320000248138388	0.0170906610346827	0.0153059487086248	"CCL7/CCL2/CCL23/CCL4/PSMA4/ICAM1/PSMB3/NFKBIA/LGALS9/TNIP2/GBP2/RIPK2/PSMD8/NKX3-1/PYCARD"	15
"GO:2001234"	"GO:2001234"	"negative regulation of apoptotic signaling pathway"	"16/481"	"230/18670"	0.000323747320816019	0.0170906610346827	0.0153059487086248	"SOD2/PRDX2/PIH1D1/ICAM1/ACAA2/NRP1/TRAP1/CSF2/TRIAP1/PPIF/PRELID1/ING2/TRADD/BAX/CLU/SNAI1"	16
"GO:0010917"	"GO:0010917"	"negative regulation of mitochondrial membrane potential"	"4/481"	"14/18670"	0.000354635013081002	0.0183386357730287	0.0164236022210326	"PRELID1/PMAIP1/BAX/BNIP3L"	4
"GO:2001242"	"GO:2001242"	"regulation of intrinsic apoptotic signaling pathway"	"13/481"	"165/18670"	0.000355965100365151	0.0183386357730287	0.0164236022210326	"SOD2/TRAP1/SOD1/TRIAP1/PPIF/ING2/RPS3/NKX3-1/PMAIP1/BAX/CLU/SNAI1/PYCARD"	13
"GO:0042110"	"GO:0042110"	"T cell activation"	"25/481"	"464/18670"	0.000449636252555806	0.0227223994848361	0.0203495862650371	"CLEC4A/APBB1IP/CCL2/PRDX2/TGFB1/GRAP2/ICAM1/ZFP36L1/DUSP3/CCND3/SOD1/LGALS9/TNFSF13B/FGL2/PRNP/PRELID1/VSIR/FKBP1A/RIPK2/RPS3/DUSP22/BAX/PYCARD/MAFB/CLECL1"	25
"GO:0015985"	"GO:0015985"	"energy coupled proton transport, down electrochemical gradient"	"5/481"	"26/18670"	0.000467236251478158	0.0227223994848361	0.0203495862650371	"ATP5F1E/ATP5MG/ATP5F1B/ATP5F1A/ATP5MC2"	5
"GO:0015986"	"GO:0015986"	"ATP synthesis coupled proton transport"	"5/481"	"26/18670"	0.000467236251478158	0.0227223994848361	0.0203495862650371	"ATP5F1E/ATP5MG/ATP5F1B/ATP5F1A/ATP5MC2"	5
"GO:0022400"	"GO:0022400"	"regulation of rhodopsin mediated signaling pathway"	"5/481"	"26/18670"	0.000467236251478158	0.0227223994848361	0.0203495862650371	"NMT1/PDE6G/FNTA/METAP2/CALM1"	5
"GO:1901136"	"GO:1901136"	"carbohydrate derivative catabolic process"	"14/481"	"192/18670"	0.000471356143425143	0.0227223994848361	0.0203495862650371	"NT5C/TGFB1/PDE4A/ADA2/NTHL1/APOBEC3H/TYMP/PSAP/NAGA/HEXB/HDDC3/TDG/HPRT1/CST3"	14
"GO:0045837"	"GO:0045837"	"negative regulation of membrane potential"	"4/481"	"15/18670"	0.000473790218224804	0.0227223994848361	0.0203495862650371	"PRELID1/PMAIP1/BAX/BNIP3L"	4
"GO:0070374"	"GO:0070374"	"positive regulation of ERK1 and ERK2 cascade"	"15/481"	"215/18670"	0.000478254432562032	0.0227223994848361	0.0203495862650371	"GLIPR2/CCL7/CCL2/SCIMP/CCL23/CCL4/TGFB1/ICAM1/CAVIN3/NRP1/CSF1R/LGALS9/RIPK2/PYCARD/NPTN"	15
"GO:0009206"	"GO:0009206"	"purine ribonucleoside triphosphate biosynthetic process"	"13/481"	"171/18670"	0.000501485180369654	0.0233507928665337	0.0209123589307394	"HK1/TGFB1/ATP5F1E/DDIT4/ATP5MG/ATP5F1B/NUP37/PKM/TMSB4X/EIF6/ATP5F1A/ATP5MC2/NME3"	13
"GO:0006120"	"GO:0006120"	"mitochondrial electron transport, NADH to ubiquinone"	"7/481"	"55/18670"	0.000502402465790715	0.0233507928665337	0.0209123589307394	"COQ9/NDUFA4/NDUFA6/NDUFA3/NDUFB2/NDUFB6/NDUFB10"	7
"GO:0043393"	"GO:0043393"	"regulation of protein binding"	"15/481"	"217/18670"	0.000526939350539799	0.0241123603925945	0.0215943988745652	"RUVBL2/CCL23/TIAM1/HSP90AB1/PCBD1/PRKACA/NRP1/TDG/FKBP1A/ID1/RIPK2/NKX3-1/ADAM15/NRG1/BAX"	15
"GO:0009145"	"GO:0009145"	"purine nucleoside triphosphate biosynthetic process"	"13/481"	"172/18670"	0.000530065920697821	0.0241123603925945	0.0215943988745652	"HK1/TGFB1/ATP5F1E/DDIT4/ATP5MG/ATP5F1B/NUP37/PKM/TMSB4X/EIF6/ATP5F1A/ATP5MC2/NME3"	13
"GO:0044282"	"GO:0044282"	"small molecule catabolic process"	"24/481"	"445/18670"	0.000573240649305036	0.0258018633308246	0.0231074734866673	"HK1/NT5C/IL4I1/TGFB1/ADA2/PCBD1/IMPA2/ACAA2/APOBEC3H/ASRGL1/TYMP/HEXB/ECI2/NUDT5/HDDC3/ETFB/SYNJ2/ECH1/HIBADH/HPRT1/PKM/ECI1/RIDA/TXN2"	24
"GO:0098754"	"GO:0098754"	"detoxification"	"11/481"	"131/18670"	0.000584126696696225	0.0260179766153443	0.0233010188879481	"SOD2/PRDX2/SELENOW/MT1F/MGST1/CCS/PRDX5/TXNDC17/SOD1/MT1X/PRDX6"	11
"GO:0009156"	"GO:0009156"	"ribonucleoside monophosphate biosynthetic process"	"14/481"	"197/18670"	0.000609049606481599	0.0268484135805703	0.0240447364989697	"PRPS2/HK1/TGFB1/ATP5F1E/DDIT4/ATP5MG/ATP5F1B/NUP37/HPRT1/PKM/TMSB4X/EIF6/ATP5F1A/ATP5MC2"	14
"GO:0035690"	"GO:0035690"	"cellular response to drug"	"21/481"	"369/18670"	0.000629754502194203	0.0274778597079838	0.0246084519761817	"EIF4EBP1/CCL7/TRPM4/TGFB1/PDE4A/ICAM1/HSP90AB1/TRAP1/DDIT4/SOD1/PSAP/PPIF/SIGMAR1/PRNP/ID1/RIPK2/RPS3/NKX3-1/ADAM15/FOLR2/SERPINF1"	21
"GO:0009201"	"GO:0009201"	"ribonucleoside triphosphate biosynthetic process"	"13/481"	"177/18670"	0.000694516812701853	0.0294952420619343	0.0264151668114118	"HK1/TGFB1/ATP5F1E/DDIT4/ATP5MG/ATP5F1B/NUP37/PKM/TMSB4X/EIF6/ATP5F1A/ATP5MC2/NME3"	13
"GO:0031663"	"GO:0031663"	"lipopolysaccharide-mediated signaling pathway"	"7/481"	"58/18670"	0.000696683687618185	0.0294952420619343	0.0264151668114118	"CCL2/PRDX2/TGFB1/NFKBIA/LY86/RIPK2/BPI"	7
"GO:0071385"	"GO:0071385"	"cellular response to glucocorticoid stimulus"	"7/481"	"58/18670"	0.000696683687618185	0.0294952420619343	0.0264151668114118	"EIF4EBP1/TGFB1/ICAM1/ZFP36L1/DDIT4/UBE2L3/SERPINF1"	7
"GO:0052547"	"GO:0052547"	"regulation of peptidase activity"	"24/481"	"452/18670"	0.000713337758825327	0.029904237811148	0.0267814526997579	"PDCD2/PIH1D1/SERPINB6/APLP2/CST6/CTSD/PRDX5/SERPINB9/BST2/LGALS9/TRIAP1/PRELID1/CD109/VSIR/TRADD/RIPK2/RPS3/NKX3-1/PMAIP1/BAX/SERPINF1/PYCARD/CASP4/CST3"	24
"GO:0051098"	"GO:0051098"	"regulation of binding"	"21/481"	"373/18670"	0.000723165857119987	0.030021914612088	0.0268868409627237	"RUVBL2/CCL23/TIAM1/TGFB1/HSP90AB1/PCBD1/PRKACA/NRP1/NFKBIA/TAF10/TDG/EIF3D/FKBP1A/ID1/RIPK2/NIBAN2/NKX3-1/ADAM15/NRG1/TMSB4X/BAX"	21
"GO:0010950"	"GO:0010950"	"positive regulation of endopeptidase activity"	"13/481"	"178/18670"	0.000732097226007707	0.030100459023163	0.0269571832815388	"PDCD2/CTSD/LGALS9/PRELID1/VSIR/TRADD/RIPK2/RPS3/NKX3-1/PMAIP1/BAX/PYCARD/CASP4"	13
"GO:0061077"	"GO:0061077"	"chaperone-mediated protein folding"	"7/481"	"59/18670"	0.000773217818528708	0.0314883751621786	0.0282001646496986	"PTGES3/TRAP1/TOR2A/ST13/FKBP1A/PDIA4/CLU"	7
"GO:0016056"	"GO:0016056"	"rhodopsin mediated signaling pathway"	"5/481"	"29/18670"	0.000791560145956266	0.0319312375859339	0.0285967806453714	"NMT1/PDE6G/FNTA/METAP2/CALM1"	5
"GO:0034404"	"GO:0034404"	"nucleobase-containing small molecule biosynthetic process"	"15/481"	"226/18670"	0.000801891700179838	0.0320456907473737	0.0286992819011732	"HK1/NT5C/PDE4A/ADA2/NTHL1/DDIT4/TYMP/NUDT5/HDDC3/NUP37/TDG/HPRT1/PKM/EIF6/NME3"	15
"GO:1902905"	"GO:1902905"	"positive regulation of supramolecular fiber organization"	"14/481"	"204/18670"	0.000858096345436041	0.0339742590100418	0.0304264571607828	"DSTN/ARL2/ICAM1/VASP/NRP1/PFN1/SWAP70/FES/SORBS3/IQGAP2/ID1/RPS3/CLU/PYCARD"	14
"GO:0006754"	"GO:0006754"	"ATP biosynthetic process"	"12/481"	"160/18670"	0.000918565743685375	0.0355085252592275	0.0318005058571882	"HK1/TGFB1/ATP5F1E/DDIT4/ATP5MG/ATP5F1B/NUP37/PKM/TMSB4X/EIF6/ATP5F1A/ATP5MC2"	12
"GO:0071549"	"GO:0071549"	"cellular response to dexamethasone stimulus"	"5/481"	"30/18670"	0.000929980172848018	0.0355085252592275	0.0318005058571882	"EIF4EBP1/TGFB1/ICAM1/DDIT4/SERPINF1"	5
"GO:0090200"	"GO:0090200"	"positive regulation of release of cytochrome c from mitochondria"	"5/481"	"30/18670"	0.000929980172848018	0.0355085252592275	0.0318005058571882	"CHCHD10/PPIF/PMAIP1/BAX/PYCARD"	5
"GO:0071384"	"GO:0071384"	"cellular response to corticosteroid stimulus"	"7/481"	"61/18670"	0.000946150424311502	0.0355085252592275	0.0318005058571882	"EIF4EBP1/TGFB1/ICAM1/ZFP36L1/DDIT4/UBE2L3/SERPINF1"	7
"GO:0009127"	"GO:0009127"	"purine nucleoside monophosphate biosynthetic process"	"13/481"	"183/18670"	0.00094667256303834	0.0355085252592275	0.0318005058571882	"HK1/TGFB1/ATP5F1E/DDIT4/ATP5MG/ATP5F1B/NUP37/HPRT1/PKM/TMSB4X/EIF6/ATP5F1A/ATP5MC2"	13
"GO:0009168"	"GO:0009168"	"purine ribonucleoside monophosphate biosynthetic process"	"13/481"	"183/18670"	0.00094667256303834	0.0355085252592275	0.0318005058571882	"HK1/TGFB1/ATP5F1E/DDIT4/ATP5MG/ATP5F1B/NUP37/HPRT1/PKM/TMSB4X/EIF6/ATP5F1A/ATP5MC2"	13
"GO:0006626"	"GO:0006626"	"protein targeting to mitochondrion"	"9/481"	"98/18670"	0.000960501564533378	0.0357139538256063	0.0319844823045531	"ROMO1/TOMM7/UBE2L3/TOMM5/TIMM8B/LMAN1/AIP/TIMM9/BNIP3L"	9
"GO:1903019"	"GO:1903019"	"negative regulation of glycoprotein metabolic process"	"4/481"	"18/18670"	0.000998940983954266	0.0368230314430038	0.0329777431907951	"ITM2B/TMEM59/PTX3/CST3"	4
"GO:0009124"	"GO:0009124"	"nucleoside monophosphate biosynthetic process"	"14/481"	"208/18670"	0.00103555672933462	0.0378071768763132	0.033859118082819	"PRPS2/HK1/TGFB1/ATP5F1E/DDIT4/ATP5MG/ATP5F1B/NUP37/HPRT1/PKM/TMSB4X/EIF6/ATP5F1A/ATP5MC2"	14
"GO:1902686"	"GO:1902686"	"mitochondrial outer membrane permeabilization involved in programmed cell death"	"7/481"	"62/18670"	0.00104332246758769	0.0378071768763132	0.033859118082819	"NMT1/CHCHD10/ACAA2/PPIF/PMAIP1/BAX/BNIP3L"	7
"GO:1990542"	"GO:1990542"	"mitochondrial transmembrane transport"	"9/481"	"101/18670"	0.00119127153878483	0.0428056899146551	0.0383356555338278	"ATP5F1E/ROMO1/TOMM7/ATP5MG/ATP5F1B/UCP2/ATP5F1A/ATP5MC2/TIMM9"	9
"GO:0009142"	"GO:0009142"	"nucleoside triphosphate biosynthetic process"	"13/481"	"188/18670"	0.00121159838685208	0.0431732891848293	0.0386648678190165	"HK1/TGFB1/ATP5F1E/DDIT4/ATP5MG/ATP5F1B/NUP37/PKM/TMSB4X/EIF6/ATP5F1A/ATP5MC2/NME3"	13
"GO:0000028"	"GO:0000028"	"ribosomal small subunit assembly"	"4/481"	"19/18670"	0.0012397659517348	0.0434527804067049	0.0389151728422018	"RPS28/RPL38/RPS15/RPS5"	4
"GO:0090201"	"GO:0090201"	"negative regulation of release of cytochrome c from mitochondria"	"4/481"	"19/18670"	0.0012397659517348	0.0434527804067049	0.0389151728422018	"TRIAP1/PPIF/PRELID1/CLU"	4
"GO:0035794"	"GO:0035794"	"positive regulation of mitochondrial membrane permeability"	"7/481"	"64/18670"	0.00126109237085496	0.04384090225834	0.0392627646142093	"NMT1/CHCHD10/ACAA2/PPIF/PMAIP1/BAX/BNIP3L"	7
"GO:0098869"	"GO:0098869"	"cellular oxidant detoxification"	"9/481"	"102/18670"	0.00127744722414811	0.0440513252456236	0.0394512139342176	"SOD2/PRDX2/SELENOW/MGST1/CCS/PRDX5/TXNDC17/SOD1/PRDX6"	9
"GO:2000116"	"GO:2000116"	"regulation of cysteine-type endopeptidase activity"	"15/481"	"239/18670"	0.00140755917340794	0.0481497842039388	0.0431216865082786	"PDCD2/PIH1D1/CTSD/PRDX5/SERPINB9/LGALS9/TRIAP1/TRADD/RIPK2/RPS3/NKX3-1/PMAIP1/BAX/PYCARD/CASP4"	15
"GO:0043281"	"GO:0043281"	"regulation of cysteine-type endopeptidase activity involved in apoptotic process"	"14/481"	"215/18670"	0.00142029813405541	0.0481999588985788	0.0431666216515754	"PDCD2/PIH1D1/CTSD/PRDX5/SERPINB9/LGALS9/TRIAP1/TRADD/RPS3/NKX3-1/PMAIP1/BAX/PYCARD/CASP4"	14
"GO:0010737"	"GO:0010737"	"protein kinase A signaling"	"5/481"	"33/18670"	0.00145367174456566	0.0485617217168966	0.0434906069632391	"PDE4A/EZR/PRKACA/MYOM1/AIP"	5
"GO:0050718"	"GO:0050718"	"positive regulation of interleukin-1 beta secretion"	"5/481"	"33/18670"	0.00145367174456566	0.0485617217168966	0.0434906069632391	"HK1/LGALS9/RIPK2/PYCARD/LPL"	5
"GO:1905710"	"GO:1905710"	"positive regulation of membrane permeability"	"7/481"	"66/18670"	0.00151290251653895	0.0499447214064776	0.0447291852879635	"NMT1/CHCHD10/ACAA2/PPIF/PMAIP1/BAX/BNIP3L"	7
"GO:0050860"	"GO:0050860"	"negative regulation of T cell receptor signaling pathway"	"4/481"	"20/18670"	0.00151843166109497	0.0499447214064776	0.0447291852879635	"DUSP3/EZR/PRNP/DUSP22"	4
