"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:0052548"	"GO:0052548"	"regulation of endopeptidase activity"	"23/452"	"425/18670"	0.000299148117871864	0.0163404803086891	0.0144400820807321	"PIH1D1/PDCD2/APLP2/SERPINB6/CST6/CTSD/SERPINB9/PRDX5/ARRB2/BST2/TRIAP1/LGALS9/PRELID1/VSIR/AKIRIN2/RIPK2/RPS3/SERPINF1/PMAIP1/RPS27L/BAX/CST3/CASP4"	23
"GO:0042273"	"GO:0042273"	"ribosomal large subunit biogenesis"	"8/452"	"71/18670"	0.000310517508480917	0.0167440594957787	0.0147967249992728	"SNU13/RPL35/MRTO4/RPL38/RPL5/EIF6/RPL7/NPM1"	8
"GO:0043312"	"GO:0043312"	"neutrophil degranulation"	"25/452"	"485/18670"	0.000345091026467424	0.018025360393564	0.0159290105737855	"SIGLEC5/ADGRE3/SERPINB6/CD63/CTSD/CD68/MGST1/CD33/HSP90AB1/BST2/PSAP/HEXB/FGL2/LAMTOR2/CCT8/AGPAT2/ATP6AP2/IQGAP2/PRDX6/C3AR1/FTL/A1BG/CST3/PKM/VAMP7"	25
"GO:0015985"	"GO:0015985"	"energy coupled proton transport, down electrochemical gradient"	"5/452"	"26/18670"	0.000351421671962019	0.018025360393564	0.0159290105737855	"ATP5F1E/ATP5MG/ATP5F1B/ATP5MC2/ATP5F1A"	5
"GO:0015986"	"GO:0015986"	"ATP synthesis coupled proton transport"	"5/452"	"26/18670"	0.000351421671962019	0.018025360393564	0.0159290105737855	"ATP5F1E/ATP5MG/ATP5F1B/ATP5MC2/ATP5F1A"	5
"GO:0022400"	"GO:0022400"	"regulation of rhodopsin mediated signaling pathway"	"5/452"	"26/18670"	0.000351421671962019	0.018025360393564	0.0159290105737855	"NMT1/FNTA/PDE6G/METAP2/CALM1"	5
"GO:0070661"	"GO:0070661"	"leukocyte proliferation"	"18/452"	"298/18670"	0.000370467315396357	0.0187041818567971	0.0165288850855546	"MS4A1/PRDX2/TGFB1/CCND3/CSF1R/EBI3/BST2/LGALS9/TNFSF13B/PRNP/VSIR/MSN/RIPK2/RPS3/CLU/LILRB1/BAX/CLECL1"	18
"GO:0002716"	"GO:0002716"	"negative regulation of natural killer cell mediated immunity"	"4/452"	"15/18670"	0.000374296838777944	0.0187041818567971	0.0165288850855546	"SERPINB9/ARRB2/LGALS9/LILRB1"	4
"GO:0002283"	"GO:0002283"	"neutrophil activation involved in immune response"	"25/452"	"488/18670"	0.000378102720864688	0.0187041818567971	0.0165288850855546	"SIGLEC5/ADGRE3/SERPINB6/CD63/CTSD/CD68/MGST1/CD33/HSP90AB1/BST2/PSAP/HEXB/FGL2/LAMTOR2/CCT8/AGPAT2/ATP6AP2/IQGAP2/PRDX6/C3AR1/FTL/A1BG/CST3/PKM/VAMP7"	25
"GO:0043900"	"GO:0043900"	"regulation of multi-organism process"	"22/452"	"405/18670"	0.000382444041769983	0.0187041818567971	0.0165288850855546	"SUPT4H1/PRDX2/CCL4/ZFP36/POLR2K/ARHGDIB/IFITM3/CSF1R/BST2/LGALS9/ISG15/APOBEC3A/FGL2/POLR2H/PPIB/POLR2I/LY86/RIPK2/PLSCR1/IFITM2/ISG20/LILRB1"	22
"GO:0009201"	"GO:0009201"	"ribonucleoside triphosphate biosynthetic process"	"13/452"	"177/18670"	0.000388103721636315	0.0187628075080729	0.0165806925722665	"HK1/TGFB1/ATP5F1E/DDIT4/ATP5MG/ATP5F1B/NUP37/EIF6/TMSB4X/NME3/ATP5MC2/ATP5F1A/PKM"	13
"GO:0042119"	"GO:0042119"	"neutrophil activation"	"25/452"	"498/18670"	0.000509093841196974	0.0242215654590091	0.0214045968505547	"SIGLEC5/ADGRE3/SERPINB6/CD63/CTSD/CD68/MGST1/CD33/HSP90AB1/BST2/PSAP/HEXB/FGL2/LAMTOR2/CCT8/AGPAT2/ATP6AP2/IQGAP2/PRDX6/C3AR1/FTL/A1BG/CST3/PKM/VAMP7"	25
"GO:0002446"	"GO:0002446"	"neutrophil mediated immunity"	"25/452"	"499/18670"	0.00052415812148522	0.0242215654590091	0.0214045968505547	"SIGLEC5/ADGRE3/SERPINB6/CD63/CTSD/CD68/MGST1/CD33/HSP90AB1/BST2/PSAP/HEXB/FGL2/LAMTOR2/CCT8/AGPAT2/ATP6AP2/IQGAP2/PRDX6/C3AR1/FTL/A1BG/CST3/PKM/VAMP7"	25
"GO:0006754"	"GO:0006754"	"ATP biosynthetic process"	"12/452"	"160/18670"	0.000533805150422562	0.0242215654590091	0.0214045968505547	"HK1/TGFB1/ATP5F1E/DDIT4/ATP5MG/ATP5F1B/NUP37/EIF6/TMSB4X/ATP5MC2/ATP5F1A/PKM"	12
"GO:0001836"	"GO:0001836"	"release of cytochrome c from mitochondria"	"7/452"	"59/18670"	0.000535569564357549	0.0242215654590091	0.0214045968505547	"CHCHD10/ARRB2/TRIAP1/PRELID1/PMAIP1/CLU/BAX"	7
"GO:0045071"	"GO:0045071"	"negative regulation of viral genome replication"	"7/452"	"59/18670"	0.000535569564357549	0.0242215654590091	0.0214045968505547	"IFITM3/BST2/ISG15/APOBEC3A/PLSCR1/IFITM2/ISG20"	7
"GO:0061077"	"GO:0061077"	"chaperone-mediated protein folding"	"7/452"	"59/18670"	0.000535569564357549	0.0242215654590091	0.0214045968505547	"TRAP1/TOR2A/ST13/FKBP1A/PPIB/CLU/PDIA4"	7
"GO:0016056"	"GO:0016056"	"rhodopsin mediated signaling pathway"	"5/452"	"29/18670"	0.000597654667978777	0.0267418673778589	0.0236317875994744	"NMT1/FNTA/PDE6G/METAP2/CALM1"	5
"GO:0006626"	"GO:0006626"	"protein targeting to mitochondrion"	"9/452"	"98/18670"	0.000618585978821601	0.0273870802834069	0.0242019622295742	"ROMO1/TOMM7/UBE2L3/TOMM5/TIMM8B/LMAN1/AIP/TOMM20/TIMM9"	9
"GO:0048525"	"GO:0048525"	"negative regulation of viral process"	"9/452"	"99/18670"	0.000666178073408621	0.0291869268412152	0.0257924865921693	"CCL4/ZFP36/IFITM3/BST2/ISG15/APOBEC3A/PLSCR1/IFITM2/ISG20"	9
"GO:0009142"	"GO:0009142"	"nucleoside triphosphate biosynthetic process"	"13/452"	"188/18670"	0.000687564626115251	0.0298133692519665	0.0263460737364401	"HK1/TGFB1/ATP5F1E/DDIT4/ATP5MG/ATP5F1B/NUP37/EIF6/TMSB4X/NME3/ATP5MC2/ATP5F1A/PKM"	13
"GO:0052547"	"GO:0052547"	"regulation of peptidase activity"	"23/452"	"452/18670"	0.000702762886225396	0.029869690152489	0.0263958445149632	"PIH1D1/PDCD2/APLP2/SERPINB6/CST6/CTSD/SERPINB9/PRDX5/ARRB2/BST2/TRIAP1/LGALS9/PRELID1/VSIR/AKIRIN2/RIPK2/RPS3/SERPINF1/PMAIP1/RPS27L/BAX/CST3/CASP4"	23
"GO:0071549"	"GO:0071549"	"cellular response to dexamethasone stimulus"	"5/452"	"30/18670"	0.000703066886613507	0.029869690152489	0.0263958445149632	"EIF4EBP1/TGFB1/ICAM1/DDIT4/SERPINF1"	5
"GO:0070371"	"GO:0070371"	"ERK1 and ERK2 cascade"	"18/452"	"317/18670"	0.000765609214126787	0.032128855474934	0.028392268859522	"GLIPR2/CCL7/CCL2/SCIMP/CCL23/CCL4/TGFB1/ICAM1/ZFP36L1/ARRB2/DUSP3/EZR/CSF1R/CAVIN3/RAMP3/NRP1/LGALS9/RIPK2"	18
"GO:0019079"	"GO:0019079"	"viral genome replication"	"10/452"	"122/18670"	0.00077152030503289	0.032128855474934	0.028392268859522	"CCL2/IFITM3/BST2/ISG15/APOBEC3A/PPIB/DEK/PLSCR1/IFITM2/ISG20"	10
"GO:0001911"	"GO:0001911"	"negative regulation of leukocyte mediated cytotoxicity"	"4/452"	"18/18670"	0.000792113741989984	0.032663043125587	0.0288643304743719	"SERPINB9/ARRB2/LGALS9/LILRB1"	4
"GO:0046782"	"GO:0046782"	"regulation of viral transcription"	"7/452"	"64/18670"	0.000879325999624969	0.0359072345089575	0.0317312223267835	"SUPT4H1/CCL4/ZFP36/POLR2K/IFITM3/POLR2H/POLR2I"	7
"GO:0035722"	"GO:0035722"	"interleukin-12-mediated signaling pathway"	"6/452"	"47/18670"	0.000902243158698825	0.0364887954373775	0.0322451477061291	"SOD1/MSN/AIP/TALDO1/LCP1/HNRNPF"	6
"GO:0001818"	"GO:0001818"	"negative regulation of cytokine production"	"17/452"	"296/18670"	0.000937863976613636	0.0375681512917805	0.0331989744503534	"CLEC4A/SRGN/TAX1BP1/ZFP36/TGFB1/CD33/HSP90AB1/ARRB2/EZR/BST2/LGALS9/ISG15/PRNP/VSIR/CHID1/TMSB4X/LILRB1"	17
"GO:0043901"	"GO:0043901"	"negative regulation of multi-organism process"	"12/452"	"171/18670"	0.000961116386734555	0.0379435745428383	0.033530735968857	"PRDX2/CCL4/ZFP36/ARHGDIB/IFITM3/BST2/ISG15/APOBEC3A/FGL2/PLSCR1/IFITM2/ISG20"	12
"GO:0071806"	"GO:0071806"	"protein transmembrane transport"	"7/452"	"65/18670"	0.000965278762739824	0.0379435745428383	0.033530735968857	"SEC61B/ROMO1/TOMM7/PEX10/TOMM20/CLU/TIMM9"	7
"GO:0090201"	"GO:0090201"	"negative regulation of release of cytochrome c from mitochondria"	"4/452"	"19/18670"	0.000984293540296425	0.0379480383086304	0.033534680598587	"ARRB2/TRIAP1/PRELID1/CLU"	4
"GO:0000377"	"GO:0000377"	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	"20/452"	"379/18670"	0.000992459394662232	0.0379480383086304	0.033534680598587	"CD2BP2/PUF60/SNU13/POLR2K/BUD31/SNRPB/SNRPD3/SAP18/ZMAT5/LSM5/YBX1/POLR2H/CWC15/LSM3/POLR2I/PRDX6/TXNL4A/PPIL3/LSM7/HNRNPF"	20
"GO:0000398"	"GO:0000398"	"mRNA splicing, via spliceosome"	"20/452"	"379/18670"	0.000992459394662232	0.0379480383086304	0.033534680598587	"CD2BP2/PUF60/SNU13/POLR2K/BUD31/SNRPB/SNRPD3/SAP18/ZMAT5/LSM5/YBX1/POLR2H/CWC15/LSM3/POLR2I/PRDX6/TXNL4A/PPIL3/LSM7/HNRNPF"	20
"GO:0009615"	"GO:0009615"	"response to virus"	"18/452"	"326/18670"	0.00105399652518312	0.0397923821405527	0.0351645272013143	"CCL4/IL10RB/IFNGR2/LSM14A/IFITM3/BST2/DDIT4/LGALS9/ISG15/APOBEC3A/FGL2/RNASE6/PLSCR1/IFITM2/ISG20/PMAIP1/CLU/LILRB1"	18
"GO:0009156"	"GO:0009156"	"ribonucleoside monophosphate biosynthetic process"	"13/452"	"197/18670"	0.00105961645262527	0.0397923821405527	0.0351645272013143	"PRPS2/HK1/TGFB1/ATP5F1E/DDIT4/ATP5MG/ATP5F1B/NUP37/EIF6/TMSB4X/ATP5MC2/ATP5F1A/PKM"	13
"GO:0070372"	"GO:0070372"	"regulation of ERK1 and ERK2 cascade"	"17/452"	"300/18670"	0.0010860922004579	0.04028666669026	0.0356013264467573	"GLIPR2/CCL7/CCL2/SCIMP/CCL23/CCL4/TGFB1/ICAM1/ARRB2/DUSP3/EZR/CSF1R/CAVIN3/RAMP3/NRP1/LGALS9/RIPK2"	17
"GO:0000375"	"GO:0000375"	"RNA splicing, via transesterification reactions"	"20/452"	"382/18670"	0.00109193533111974	0.04028666669026	0.0356013264467573	"CD2BP2/PUF60/SNU13/POLR2K/BUD31/SNRPB/SNRPD3/SAP18/ZMAT5/LSM5/YBX1/POLR2H/CWC15/LSM3/POLR2I/PRDX6/TXNL4A/PPIL3/LSM7/HNRNPF"	20
"GO:0071349"	"GO:0071349"	"cellular response to interleukin-12"	"6/452"	"49/18670"	0.00112820839982963	0.0412629959102907	0.0364641085565074	"SOD1/MSN/AIP/TALDO1/LCP1/HNRNPF"	6
"GO:0032496"	"GO:0032496"	"response to lipopolysaccharide"	"18/452"	"330/18670"	0.00120927107959225	0.0438276998080777	0.0387305373332138	"CCL2/PRDX2/ZFP36/TGFB1/CD68/MGST1/ICAM1/PTGES/NFKBIA/MAPKAPK3/LGALS9/TNIP2/CSF2/LY86/AKIRIN2/RIPK2/MRC1/LILRB1"	18
"GO:0009060"	"GO:0009060"	"aerobic respiration"	"8/452"	"87/18670"	0.0012191728191976	0.0438276998080777	0.0387305373332138	"COX6A1/NDUFA4/COX6B1/COX7B/FAHD1/COX6C/MDH1/COX4I1"	8
"GO:0007603"	"GO:0007603"	"phototransduction, visible light"	"5/452"	"34/18670"	0.00126800656481135	0.0451969119626824	0.0399405100833975	"NMT1/FNTA/PDE6G/METAP2/CALM1"	5
"GO:0098754"	"GO:0098754"	"detoxification"	"10/452"	"131/18670"	0.00133262598848007	0.0470625219825234	0.0415891496159097	"PRDX2/SELENOW/MT1F/CCS/MGST1/PRDX5/SOD1/TXNDC17/MT1X/PRDX6"	10
"GO:0016072"	"GO:0016072"	"rRNA metabolic process"	"15/452"	"253/18670"	0.00134272530620609	0.0470625219825234	0.0415891496159097	"SNU13/PIH1D1/RPL27/RPL35/NOB1/RPS17/MRTO4/RPS16/RPS28/RPL5/RPS15/MPHOSPH6/POP5/ISG20/RPL7"	15
"GO:0010950"	"GO:0010950"	"positive regulation of endopeptidase activity"	"12/452"	"178/18670"	0.00135888280114582	0.0472352153852836	0.0417417587720391	"PDCD2/CTSD/LGALS9/PRELID1/VSIR/AKIRIN2/RIPK2/RPS3/PMAIP1/RPS27L/BAX/CASP4"	12
"GO:0071347"	"GO:0071347"	"cellular response to interleukin-1"	"12/452"	"179/18670"	0.00142546617648226	0.0491435306416753	0.0434281369211291	"CCL7/CCL2/CCL23/CCL4/PSMA4/ICAM1/PSMB3/NFKBIA/TNIP2/GBP2/PSMD8/RIPK2"	12
"GO:0032516"	"GO:0032516"	"positive regulation of phosphoprotein phosphatase activity"	"4/452"	"21/18670"	0.00146276820293232	0.0496161537220431	0.0438457939266047	"CD33/HSP90AB1/CALM2/CALM1"	4
"GO:0048245"	"GO:0048245"	"eosinophil chemotaxis"	"4/452"	"21/18670"	0.00146276820293232	0.0496161537220431	0.0438457939266047	"CCL7/CCL2/CCL23/CCL4"	4
