"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0032418","GO:0032418","lysosome localization","9/408","86/18614",0.000110833648959518,0.00130189611861382,0.000953172743213209,"5880/4627/5730/5729/11314/4067/8673/8773/55004",9
"GO:0048041","GO:0048041","focal adhesion assembly","9/408","86/18614",0.000110833648959518,0.00130189611861382,0.000953172743213209,"7094/6281/23499/387/71/5786/3987/7414/87",9
"GO:1990849","GO:1990849","vacuolar localization","9/408","86/18614",0.000110833648959518,0.00130189611861382,0.000953172743213209,"5880/4627/5730/5729/11314/4067/8673/8773/55004",9
"GO:1903829","GO:1903829","positive regulation of protein localization","24/408","468/18614",0.000111964663089109,0.00131140220330807,0.000960132546453795,"3002/3458/7305/3689/919/81926/975/2316/5295/149628/7040/4478/3123/3320/2534/3688/5880/3684/2040/101/5478/382/10857/4946",24
"GO:0060491","GO:0060491","regulation of cell projection assembly","14/408","197/18614",0.000118416661506606,0.00138299802951554,0.00101255085317818,"23224/5216/10109/5295/989/3320/5880/51225/998/51466/10097/382/832/9750",14
"GO:2000377","GO:2000377","regulation of reactive oxygen species metabolic process","12/408","150/18614",0.00011876244522487,0.00138307350496162,0.00101260611191731,"1535/7305/3689/7040/2534/2950/5880/387/8644/3684/4718/2771",12
"GO:0035855","GO:0035855","megakaryocyte development","5/408","23/18614",0.000119910337140907,0.00139154718434117,0.00101881004793327,"2316/5305/2812/2815/80739",5
"GO:0070374","GO:0070374","positive regulation of ERK1 and ERK2 cascade","15/408","222/18614",0.000120172867735057,0.00139154718434117,0.00101881004793327,"6352/6351/6846/5788/7040/3123/5908/3146/3725/6348/2149/152007/2771/6349/222166",15
"GO:0042093","GO:0042093","T-helper cell differentiation","8/408","69/18614",0.000129312462556969,0.0014889197666164,0.00109010059871842,"4092/30009/3123/301/3146/6095/6693/3726",8
"GO:0045576","GO:0045576","mast cell activation","8/408","69/18614",0.000129312462556969,0.0014889197666164,0.00109010059871842,"5880/5730/5729/11314/4067/10666/8673/8773",8
"GO:0010543","GO:0010543","regulation of platelet activation","7/408","52/18614",0.000131940071461068,0.00151489501767694,0.00110911816928726,"5341/2316/2207/4067/7294/2812/2815",7
"GO:0006874","GO:0006874","intracellular calcium ion homeostasis","18/408","303/18614",0.000135432309936412,0.00155062386320454,0.00113527675538063,"6352/1535/801/2316/5788/7184/811/58515/6348/4067/2149/54499/309/7009/2812/2815/808/2280",18
"GO:0030833","GO:0030833","regulation of actin filament polymerization","11/408","130/18614",0.000138062062193752,0.00156752358078478,0.00114764974730769,"5216/10109/7114/81873/387/10094/10092/51466/382/832/136319",11
"GO:0051209","GO:0051209","release of sequestered calcium ion into cytosol","11/408","130/18614",0.000138062062193752,0.00156752358078478,0.00114764974730769,"1535/801/2316/5788/6348/4067/2149/2812/2815/808/2280",11
"GO:1903305","GO:1903305","regulation of regulated secretory pathway","11/408","130/18614",0.000138062062193752,0.00156752358078478,0.00114764974730769,"3689/3134/5908/5880/11314/3684/4067/3916/8673/2771/808",11
"GO:0002504","GO:0002504","antigen processing and presentation of peptide or polysaccharide antigen via MHC class II","6/408","37/18614",0.00013974990385146,0.00157789642132563,0.00115524413885082,"567/3115/3113/3123/2207/1509",6
"GO:1902745","GO:1902745","positive regulation of lamellipodium organization","6/408","37/18614",0.00013974990385146,0.00157789642132563,0.00115524413885082,"10109/5295/3320/5880/998/10097",6
"GO:1902106","GO:1902106","negative regulation of leukocyte differentiation","10/408","109/18614",0.000141869507144808,0.00159740362188463,0.00116952617841096,"3398/864/5295/4092/30009/301/3659/3146/6348/4067",10
"GO:0051881","GO:0051881","regulation of mitochondrial membrane potential","8/408","70/18614",0.000143245655868094,0.00160403652010536,0.00117438240134774,"5366/7314/1192/84941/4718/27166/7351/10550",8
"GO:2000379","GO:2000379","positive regulation of reactive oxygen species metabolic process","8/408","70/18614",0.000143245655868094,0.00160403652010536,0.00117438240134774,"1535/7305/3689/7040/2950/8644/3684/2771",8
"GO:0032386","GO:0032386","regulation of intracellular transport","19/408","332/18614",0.000144525767184817,0.00161051534510816,0.00117912582082063,"3002/3458/3689/3936/975/2316/5295/7040/4478/3320/2534/5880/3684/6342/2040/5594/3916/4946/8724",19
"GO:2000177","GO:2000177","regulation of neural precursor cell proliferation","9/408","89/18614",0.000144614478976837,0.00161051534510816,0.00117912582082063,"3398/3688/387/7832/9289/1524/4067/2771/4673",9
"GO:0050868","GO:0050868","negative regulation of T cell activation","11/408","131/18614",0.000147810321754933,0.00164162090319647,0.00120189950430298,"864/4092/30009/3123/301/3659/3146/11314/6693/1051/9750",11
"GO:0050729","GO:0050729","positive regulation of inflammatory response","12/408","154/18614",0.000152422416672364,0.0016882439411863,0.00123603418554391,"4818/3458/3956/975/3133/1075/4792/6348/241/101/1051/8673",12
"GO:0036293","GO:0036293","response to decreased oxygen levels","18/408","306/18614",0.000153120168340839,0.00169137616844785,0.00123832742047148,"1535/5366/7049/81/7184/6095/387/7852/4929/430/28996/114769/101/57085/5034/51142/7351/7009",18
"GO:0031032","GO:0031032","actomyosin structure organization","14/408","202/18614",0.000154228992851803,0.00169901993206473,0.00124392374035523,"5216/5295/8477/389/6281/3688/11214/387/4627/9172/71/998/51466/10398",14
"GO:0043303","GO:0043303","mast cell degranulation","7/408","54/18614",0.000168216985233912,0.00184811976230034,0.00135308597854487,"5880/5730/5729/11314/4067/8673/8773",7
"GO:0022408","GO:0022408","negative regulation of cell-cell adhesion","14/408","205/18614",0.00017992975002899,0.00197148833633915,0.00144340928503732,"864/4092/7040/30009/3123/301/3659/80709/3146/4155/11314/6693/1051/9750",14
"GO:0002702","GO:0002702","positive regulation of production of molecular mediator of immune response","11/408","134/18614",0.000180639861706991,0.00197396267109302,0.0014452208492714,"3105/567/10417/975/5788/7040/3133/30009/3134/11126/10666",11
"GO:0043302","GO:0043302","positive regulation of leukocyte degranulation","5/408","25/18614",0.00018262184494934,0.00198497770670269,0.00145328541875475,"3689/3134/3684/3916/8673",5
"GO:0046641","GO:0046641","positive regulation of alpha-beta T cell proliferation","5/408","25/18614",0.00018262184494934,0.00198497770670269,0.00145328541875475,"3105/975/5788/3133/7535",5
"GO:0043922","GO:0043922","negative regulation by host of viral transcription","4/408","14/18614",0.000191251987439841,0.00206228333546241,0.00150988411136716,"6352/6351/3725/6348",4
"GO:0046598","GO:0046598","positive regulation of viral entry into host cell","4/408","14/18614",0.000191251987439841,0.00206228333546241,0.00150988411136716,"3956/3123/3146/5034",4
"GO:0075294","GO:0075294","positive regulation by symbiont of entry into host","4/408","14/18614",0.000191251987439841,0.00206228333546241,0.00150988411136716,"3956/3123/3146/5034",4
"GO:0050766","GO:0050766","positive regulation of phagocytosis","8/408","73/18614",0.000192654084742512,0.00207192097469783,0.00151694023120406,"3458/1535/55646/5788/3561/3560/811/2207",8
"GO:0072659","GO:0072659","protein localization to plasma membrane","17/408","285/18614",0.000196851341669998,0.00211148965433398,0.00154591012087104,"3458/975/2316/60/5295/7040/6281/3688/51762/23499/51225/682/8673/382/8631/10550/10857",17
"GO:0051402","GO:0051402","neuron apoptotic process","16/408","259/18614",0.000203106113683618,0.0021727861950499,0.00159078788878841,"7305/2597/3309/3725/387/7832/6348/4929/1524/3684/2149/28996/101/1051/7009/4149",16
"GO:0070371","GO:0070371","ERK1 and ERK2 cascade","19/408","341/18614",0.000203632072254431,0.0021727861950499,0.00159078788878841,"6352/6351/6846/5788/7040/7534/3123/5908/3146/2950/3725/6348/4067/2149/152007/5594/2771/6349/222166",19
"GO:0031532","GO:0031532","actin cytoskeleton reorganization","10/408","114/18614",0.000205585295536554,0.00218789990759006,0.00160185327152983,"5341/2316/8477/301/10788/387/4627/51225/998/397",10
"GO:0006801","GO:0006801","superoxide metabolic process","8/408","74/18614",0.000211938211096553,0.00224618885688296,0.00164452905564361,"1535/7305/3689/7040/2950/3684/57580/2771",8
"GO:0002279","GO:0002279","mast cell activation involved in immune response","7/408","56/18614",0.000212164551005873,0.00224618885688296,0.00164452905564361,"5880/5730/5729/11314/4067/8673/8773",7
"GO:0070372","GO:0070372","regulation of ERK1 and ERK2 cascade","18/408","315/18614",0.000218916268169939,0.00231166504937997,0.00169246692190285,"6352/6351/6846/5788/7040/7534/3123/5908/3146/2950/3725/6348/4067/2149/152007/2771/6349/222166",18
"GO:0051492","GO:0051492","regulation of stress fiber assembly","9/408","94/18614",0.000219847293070742,0.00231491275271653,0.00169484470170739,"5216/5295/8477/389/6281/387/71/998/51466",9
"GO:1903707","GO:1903707","negative regulation of hemopoiesis","10/408","115/18614",0.000220851709366423,0.00231491275271653,0.00169484470170739,"3398/864/5295/4092/30009/301/3659/3146/6348/4067",10
"GO:0033622","GO:0033622","integrin activation","5/408","26/18614",0.000222063514796899,0.00231491275271653,0.00169484470170739,"5341/7094/5908/8631/83706",5
"GO:0099563","GO:0099563","modification of synaptic structure","5/408","26/18614",0.000222063514796899,0.00231491275271653,0.00169484470170739,"5216/5908/387/998/10857",5
"GO:1901623","GO:1901623","regulation of lymphocyte chemotaxis","5/408","26/18614",0.000222063514796899,0.00231491275271653,0.00169484470170739,"6352/6351/6846/22914/6348",5
"GO:0010952","GO:0010952","positive regulation of peptidase activity","13/408","185/18614",0.000229894065341134,0.00239042910798587,0.00175013339216465,"5366/2534/5720/3146/4155/387/1509/4067/2149/5721/27166/10550/27018",13
"GO:0002381","GO:0002381","immunoglobulin production involved in immunoglobulin-mediated immune response","8/408","75/18614",0.000232777574033173,0.00241425290523973,0.00176757579318078,"567/5788/7040/3115/30009/3113/3123/121260",8
"GO:0043388","GO:0043388","positive regulation of DNA binding","7/408","57/18614",0.00023737030335279,0.00245563796057353,0.0017978755276654,"3458/801/149628/7040/3146/28996/808",7
"GO:1904062","GO:1904062","regulation of monoatomic cation transmembrane transport","19/408","346/18614",0.000244872588563608,0.00252683714173485,0.00185000343391826,"3458/1535/801/2316/967/79026/7114/81/2534/7402/3688/4067/2149/2040/2745/7009/7533/808/2280",19
"GO:0098751","GO:0098751","bone cell development","6/408","41/18614",0.000251048320232,0.00258402260925664,0.00189187131275311,"7305/2316/5305/2812/2815/80739",6
"GO:0072378","GO:0072378","blood coagulation, fibrin clot formation","4/408","15/18614",0.000256300818725582,0.00261825097023928,0.00191693133118856,"2316/2812/2815/2162",4
"GO:0098760","GO:0098760","response to interleukin-7","4/408","15/18614",0.000256300818725582,0.00261825097023928,0.00191693133118856,"3561/2923/4046/5034",4
"GO:0098761","GO:0098761","cellular response to interleukin-7","4/408","15/18614",0.000256300818725582,0.00261825097023928,0.00191693133118856,"3561/2923/4046/5034",4
"GO:0007044","GO:0007044","cell-substrate junction assembly","9/408","96/18614",0.000257888302274632,0.0026278818001785,0.00192398246565416,"7094/6281/23499/387/71/5786/3987/7414/87",9
"GO:0030225","GO:0030225","macrophage differentiation","7/408","58/18614",0.000264932685560239,0.00268623290135207,0.00196670375376611,"3458/3398/7040/3123/998/7351/5196",7
"GO:0099024","GO:0099024","plasma membrane invagination","7/408","58/18614",0.000264932685560239,0.00268623290135207,0.00196670375376611,"3689/387/51411/4627/11314/3684/998",7
"GO:0002710","GO:0002710","negative regulation of T cell mediated immunity","5/408","27/18614",0.000267665799556922,0.00269384147899756,0.00197227431252469,"3824/5788/4092/30009/3134",5
"GO:0046639","GO:0046639","negative regulation of alpha-beta T cell differentiation","5/408","27/18614",0.000267665799556922,0.00269384147899756,0.00197227431252469,"864/4092/30009/301/3146",5
"GO:2000108","GO:2000108","positive regulation of leukocyte apoptotic process","5/408","27/18614",0.000267665799556922,0.00269384147899756,0.00197227431252469,"6352/301/4067/101/27166",5
"GO:0032609","GO:0032609","type II interferon production","10/408","118/18614",0.000272472679562283,0.00272874359188174,0.00199782761298092,"3105/22914/3115/3113/3123/3146/11126/10666/7294/11118",10
"GO:0032649","GO:0032649","regulation of type II interferon production","10/408","118/18614",0.000272472679562283,0.00272874359188174,0.00199782761298092,"3105/22914/3115/3113/3123/3146/11126/10666/7294/11118",10
"GO:0032729","GO:0032729","positive regulation of type II interferon production","8/408","77/18614",0.000279501906566471,0.00279227885089445,0.00204434444044362,"3105/22914/3115/3113/11126/10666/7294/11118",8
"GO:0031099","GO:0031099","regeneration","13/408","190/18614",0.000298196914281429,0.00297176191347458,0.00217575151714799,"84525/3936/975/2316/7049/301/3725/5782/3482/7294/1051/7351/136319",13
"GO:0002220","GO:0002220","innate immune response activating cell surface receptor signaling pathway","8/408","78/18614",0.000305585867129214,0.00303797071809433,0.00222422575946424,"3824/1535/7305/22914/2534/4792/3823/4067",8
"GO:0150146","GO:0150146","cell junction disassembly","5/408","28/18614",0.000320038221011045,0.00317390702881026,0.00232375043300374,"5295/3688/1524/3684/382",5
"GO:0045620","GO:0045620","negative regulation of lymphocyte differentiation","7/408","60/18614",0.000327770752826037,0.00324270288475468,0.00237411876408231,"3398/864/4092/30009/301/3659/3146",7
"GO:0002399","GO:0002399","MHC class II protein complex assembly","4/408","16/18614",0.000335845652133565,0.00330653835288988,0.00242085538723279,"567/3115/3113/3123",4
"GO:0002503","GO:0002503","peptide antigen assembly with MHC class II protein complex","4/408","16/18614",0.000335845652133565,0.00330653835288988,0.00242085538723279,"567/3115/3113/3123",4
"GO:0055074","GO:0055074","calcium ion homeostasis","18/408","327/18614",0.000344274423045072,0.0033813555381487,0.00247563218600578,"6352/1535/801/2316/5788/7184/811/58515/6348/4067/2149/54499/309/7009/2812/2815/808/2280",18
"GO:0051656","GO:0051656","establishment of organelle localization","22/408","445/18614",0.000356055054900538,0.00348865481676584,0.00255419048745704,"3458/23224/1072/7314/4542/81/7534/3688/5880/25777/3676/4627/5730/5729/11314/4067/998/54732/3916/8673/8773/58485",22
"GO:0034113","GO:0034113","heterotypic cell-cell adhesion","7/408","61/18614",0.000363383801274997,0.00355192415826591,0.00260051262555753,"3689/5788/3688/4155/3676/3695/8631",7
"GO:0046640","GO:0046640","regulation of alpha-beta T cell proliferation","6/408","44/18614",0.000372921701632787,0.00362775383259007,0.00265603071003379,"3105/975/5788/3133/3659/7535",6
"GO:2000516","GO:2000516","positive regulation of CD4-positive, alpha-beta T cell activation","6/408","44/18614",0.000372921701632787,0.00362775383259007,0.00265603071003379,"3458/975/3561/3123/301/11126",6
"GO:0048245","GO:0048245","eosinophil chemotaxis","5/408","29/18614",0.000379814523739819,0.00367725415383254,0.00269227197100234,"6352/6351/6846/6348/6349",5
"GO:0090025","GO:0090025","regulation of monocyte chemotaxis","5/408","29/18614",0.000379814523739819,0.00367725415383254,0.00269227197100234,"6352/1843/3146/1524/4067",5
"GO:0002761","GO:0002761","regulation of myeloid leukocyte differentiation","10/408","123/18614",0.000380811591821673,0.00367817073048611,0.00269294303520689,"3458/7305/3398/5295/7040/3123/6348/4067/1051/5196",10
"GO:1902905","GO:1902905","positive regulation of supramolecular fiber organization","12/408","171/18614",0.000401632421027756,0.00387010342342585,0.00283346500837051,"5216/5341/10109/8477/389/6281/11034/387/998/51466/382/1191",12
"GO:0046636","GO:0046636","negative regulation of alpha-beta T cell activation","6/408","45/18614",0.000422439715031254,0.00406100065676271,0.00297322887813705,"864/4092/30009/301/3146/11314",6
"GO:0070482","GO:0070482","response to oxygen levels","18/408","333/18614",0.000427590071229005,0.00410084030665747,0.00300239715649345,"1535/5366/7049/81/7184/6095/387/7852/4929/430/28996/114769/101/57085/5034/51142/7351/7009",18
"GO:1903076","GO:1903076","regulation of protein localization to plasma membrane","9/408","103/18614",0.000436508571592023,0.00417654680236875,0.00305782505674175,"3458/60/5295/7040/3688/51225/8673/382/10857",9
"GO:0033157","GO:0033157","regulation of intracellular protein transport","14/408","224/18614",0.000445189181305103,0.00424962787587728,0.00311133077529882,"3002/3458/3689/3936/975/2316/5295/7040/3320/2534/5880/3684/2040/4946",14
"GO:0061351","GO:0061351","neural precursor cell proliferation","11/408","150/18614",0.000479249345949086,0.00455342735218759,0.00333375511168117,"3398/80709/3688/6095/387/7832/9289/1524/4067/2771/4673",11
"GO:1903038","GO:1903038","negative regulation of leukocyte cell-cell adhesion","11/408","150/18614",0.000479249345949086,0.00455342735218759,0.00333375511168117,"864/4092/30009/3123/301/3659/3146/11314/6693/1051/9750",11
"GO:0006816","GO:0006816","calcium ion transport","22/408","455/18614",0.000480994719466209,0.00455938250359132,0.00333811512775203,"6352/6351/1535/801/2316/5788/79026/2534/58515/387/6348/7852/4067/2149/54499/309/7009/2771/2812/2815/808/2280",22
"GO:0052547","GO:0052547","regulation of peptidase activity","21/408","425/18614",0.00048544512584572,0.00459066719935952,0.00336101996544193,"8530/5366/2597/2534/831/5720/3146/4155/5698/387/1509/4067/2149/114769/25824/5721/27166/10550/27018/7076/1032",21
"GO:0007163","GO:0007163","establishment or maintenance of cell polarity","14/408","226/18614",0.000486547652140165,0.00459066719935952,0.00336101996544193,"6351/60/4478/3320/5908/3688/387/4627/6693/998/10487/10097/382/9750",14
"GO:0048247","GO:0048247","lymphocyte chemotaxis","7/408","64/18614",0.000489154605617675,0.00459399578916508,0.00336345696562238,"6352/6351/6846/22914/6348/101/6349",7
"GO:0048524","GO:0048524","positive regulation of viral process","7/408","64/18614",0.000489154605617675,0.00459399578916508,0.00336345696562238,"6352/3956/3123/3146/2040/5034/5478",7
"GO:0051222","GO:0051222","positive regulation of protein transport","17/408","309/18614",0.000502210679529159,0.00470577179255368,0.00344529286500947,"3002/3458/3689/975/2316/5295/7040/3123/3320/2534/5880/3684/2040/101/5478/382/4946",17
"GO:0061515","GO:0061515","myeloid cell development","8/408","84/18614",0.000507042257532659,0.00474014734335578,0.00347046064728414,"55646/7305/2316/5305/1051/2812/2815/80739",8
"GO:0097553","GO:0097553","calcium ion transmembrane import into cytosol","13/408","201/18614",0.000511382624019956,0.00476978392564151,0.00349215883198019,"1535/801/2316/5788/2534/6348/4067/2149/7009/2812/2815/808/2280",13
"GO:0051099","GO:0051099","positive regulation of binding","12/408","176/18614",0.0005207365876751,0.00484594139580755,0.00354791690953835,"3458/567/801/149628/7040/6281/3146/1488/28996/808/2280/9750",12
"GO:0002701","GO:0002701","negative regulation of production of molecular mediator of immune response","6/408","47/18614",0.000536765896762648,0.00497240408001035,0.00364050554383279,"4092/7040/30009/3134/684/7009",6
"GO:0046633","GO:0046633","alpha-beta T cell proliferation","6/408","47/18614",0.000536765896762648,0.00497240408001035,0.00364050554383279,"3105/975/5788/3133/3659/7535",6
"GO:0031663","GO:0031663","lipopolysaccharide-mediated signaling pathway","7/408","65/18614",0.000538023879125242,0.00497275585332083,0.00364076309182494,"6352/7040/4792/6348/4067/114769/5594",7
"GO:0072376","GO:0072376","protein activation cascade","4/408","18/18614",0.000545391636470311,0.00501809550847176,0.0036739581546711,"2316/2812/2815/2162",4
"GO:0086103","GO:0086103","G protein-coupled receptor signaling pathway involved in heart process","4/408","18/18614",0.000545391636470311,0.00501809550847176,0.0036739581546711,"11214/998/5997/2771",4
"GO:0019079","GO:0019079","viral genome replication","10/408","129/18614",0.000555967349543216,0.00510388044310394,0.00373676490269089,"6352/10581/60489/5479/8519/1488/2040/684/10410/5478",10
"GO:0030219","GO:0030219","megakaryocyte differentiation","7/408","66/18614",0.000590698994705504,0.00539926325711776,0.00395302704765478,"2316/5305/5196/2812/2815/80739/222166",7
"GO:0007266","GO:0007266","Rho protein signal transduction","10/408","130/18614",0.000590792790155673,0.00539926325711776,0.00395302704765478,"1072/8477/3688/11214/387/9289/2149/998/397/9750",10
"GO:0002431","GO:0002431","Fc receptor mediated stimulatory signaling pathway","5/408","32/18614",0.000610241320897734,0.0055645271229959,0.00407402365417421,"5788/2534/2207/4067/10666",5
"GO:0032612","GO:0032612","interleukin-1 production","10/408","131/18614",0.000627402911511107,0.0056955328893525,0.00416993846942677,"3458/7305/149628/301/3146/2950/6348/1524/2149/114769",10
"GO:0032652","GO:0032652","regulation of interleukin-1 production","10/408","131/18614",0.000627402911511107,0.0056955328893525,0.00416993846942677,"3458/7305/149628/301/3146/2950/6348/1524/2149/114769",10
"GO:0002218","GO:0002218","activation of innate immune response","14/408","233/18614",0.000658062272177061,0.00593556091643511,0.00434567305358544,"3824/1535/7305/22914/149628/3320/3659/2534/3146/4792/3823/11314/121260/4067",14
"GO:0030038","GO:0030038","contractile actin filament bundle assembly","9/408","109/18614",0.000661073866563162,0.00593556091643511,0.00434567305358544,"5216/5295/8477/389/6281/387/71/998/51466",9
"GO:0043149","GO:0043149","stress fiber assembly","9/408","109/18614",0.000661073866563162,0.00593556091643511,0.00434567305358544,"5216/5295/8477/389/6281/387/71/998/51466",9
"GO:0120034","GO:0120034","positive regulation of plasma membrane bounded cell projection assembly","9/408","109/18614",0.000661073866563162,0.00593556091643511,0.00434567305358544,"5216/10109/5295/989/3320/5880/998/10097/9750",9
"GO:0050808","GO:0050808","synapse organization","22/408","466/18614",0.000661124792949348,0.00593556091643511,0.00434567305358544,"5216/2316/60/1072/7534/2534/831/5908/3688/387/1524/1488/51225/3684/2149/71/51150/998/23181/382/10857/87",22
"GO:0006911","GO:0006911","phagocytosis, engulfment","6/408","49/18614",0.00067379256654339,0.00603599670600188,0.00441920630688377,"3689/51411/4627/11314/3684/998",6
"GO:0002283","GO:0002283","neutrophil activation involved in immune response","4/408","19/18614",0.000678951210111623,0.00605559109937631,0.0044335521839605,"7305/3689/2207/3684",4
"GO:0071800","GO:0071800","podosome assembly","4/408","19/18614",0.000678951210111623,0.00605559109937631,0.0044335521839605,"3936/4478/387/51411",4
"GO:2000116","GO:2000116","regulation of cysteine-type endopeptidase activity","14/408","234/18614",0.000686312887122507,0.0061078849954396,0.00447183873820342,"8530/5366/2534/831/3146/5698/387/1509/2149/114769/25824/10550/27018/1032",14
"GO:0036336","GO:0036336","dendritic cell migration","5/408","33/18614",0.000706410977697832,0.00627305260369578,0.00459276487048126,"6352/3146/811/7852/998",5
"GO:0060348","GO:0060348","bone development","14/408","235/18614",0.000715584090116037,0.00634069728546297,0.0046422903786704,"7305/2316/5788/5479/5305/11214/387/7704/10682/309/2812/2815/80739/2778",14
"GO:0045581","GO:0045581","negative regulation of T cell differentiation","6/408","50/18614",0.00075172581640324,0.00664649550468461,0.00486617807855505,"864/4092/30009/301/3659/3146",6
"GO:1902624","GO:1902624","positive regulation of neutrophil migration","5/408","34/18614",0.000813471910729723,0.00716136394845432,0.00524313485715304,"4267/5880/58515/101/9750",5
"GO:2000515","GO:2000515","negative regulation of CD4-positive, alpha-beta T cell activation","5/408","34/18614",0.000813471910729723,0.00716136394845432,0.00524313485715304,"864/4092/30009/301/3146",5
"GO:0051924","GO:0051924","regulation of calcium ion transport","15/408","266/18614",0.000823551232323865,0.00723447160118982,0.00529666003547676,"6352/6351/1535/801/79026/2534/387/6348/7852/4067/2149/7009/2771/808/2280",15
"GO:0044794","GO:0044794","positive regulation by host of viral process","4/408","20/18614",0.000834107373993287,0.00725391993086651,0.00531089897319523,"1072/5479/3482/2040",4
"GO:0140131","GO:0140131","positive regulation of lymphocyte chemotaxis","4/408","20/18614",0.000834107373993287,0.00725391993086651,0.00531089897319523,"6352/6351/6846/6348",4
"GO:1903978","GO:1903978","regulation of microglial cell activation","4/408","20/18614",0.000834107373993287,0.00725391993086651,0.00531089897319523,"8530/5788/1075/6348",4
"GO:2001185","GO:2001185","regulation of CD8-positive, alpha-beta T cell activation","4/408","20/18614",0.000834107373993287,0.00725391993086651,0.00531089897319523,"3105/864/3133/3659",4
"GO:0019083","GO:0019083","viral transcription","6/408","51/18614",0.000836443171616109,0.00725391993086651,0.00531089897319523,"6352/6351/7538/3725/6348/10410",6
"GO:0043113","GO:0043113","receptor clustering","6/408","51/18614",0.000836443171616109,0.00725391993086651,0.00531089897319523,"3689/975/2316/3683/3676/3695",6
"GO:0032535","GO:0032535","regulation of cellular component size","18/408","354/18614",0.000871306498723273,0.00754022354309142,0.00552051385379479,"5216/5341/10109/4478/7114/81873/3320/11034/23499/387/10094/5499/10092/51466/382/832/23645/136319",18
"GO:1904951","GO:1904951","positive regulation of establishment of protein localization","17/408","325/18614",0.000882316838565552,0.00761932930930761,0.00557843050252752,"3002/3458/3689/975/2316/5295/7040/3123/3320/2534/5880/3684/2040/101/5478/382/4946",17
"GO:0032102","GO:0032102","negative regulation of response to external stimulus","21/408","446/18614",0.000900409471761689,0.0077591310928132,0.00568078525079423,"8530/3824/3106/55646/3105/5788/7538/284207/22914/7040/3133/3123/3134/1843/2534/7133/2950/6095/313/4067/114769",21
"GO:0045216","GO:0045216","cell-cell junction organization","13/408","214/18614",0.000917633641360262,0.00789087494131735,0.00577724044693836,"84525/2316/60/4092/7040/389/7094/387/2149/71/998/3987/7414",13
"GO:0034765","GO:0034765","regulation of monoatomic ion transmembrane transport","22/408","478/18614",0.00092189979273243,0.00791087064247871,0.00579188013827466,"3458/1535/9022/801/2316/967/1192/79026/7114/81/2534/7402/3688/10971/4067/2149/2040/2745/7009/7533/808/2280",22
"GO:0051496","GO:0051496","positive regulation of stress fiber assembly","6/408","52/18614",0.000928334880331983,0.00793225223970111,0.00580753450223455,"8477/389/6281/387/998/51466",6
"GO:1901216","GO:1901216","positive regulation of neuron death","8/408","92/18614",0.000930399697525916,0.00793225223970111,0.00580753450223455,"3458/7305/3689/2534/387/6348/3684/1191",8
"GO:0002719","GO:0002719","negative regulation of cytokine production involved in immune response","5/408","35/18614",0.000932175864282834,0.00793225223970111,0.00580753450223455,"4092/7040/30009/3134/684",5
"GO:0035633","GO:0035633","maintenance of blood-brain barrier","5/408","35/18614",0.000932175864282834,0.00793225223970111,0.00580753450223455,"60/3688/4155/71/7414",5
"GO:0002888","GO:0002888","positive regulation of myeloid leukocyte mediated immunity","4/408","21/18614",0.00101267798317193,0.00854591192424177,0.0062568204909936,"7305/3689/3133/3684",4
"GO:0045063","GO:0045063","T-helper 1 cell differentiation","4/408","21/18614",0.00101267798317193,0.00854591192424177,0.0062568204909936,"30009/301/3146/6693",4
"GO:0099515","GO:0099515","actin filament-based transport","4/408","21/18614",0.00101267798317193,0.00854591192424177,0.0062568204909936,"23224/4542/81/25777",4
"GO:0150105","GO:0150105","protein localization to cell-cell junction","4/408","21/18614",0.00101267798317193,0.00854591192424177,0.0062568204909936,"60/3716/71/7414",4
"GO:0032271","GO:0032271","regulation of protein polymerization","12/408","191/18614",0.00106960388556576,0.00900765586273973,0.00659488259151571,"5216/10109/7114/81873/3320/387/10094/10092/51466/382/832/136319",12
"GO:0002361","GO:0002361","CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation","3/408","10/18614",0.00111853228547208,0.00932338976602085,0.0068260446223514,"3458/3561/3123",3
"GO:0002420","GO:0002420","natural killer cell mediated cytotoxicity directed against tumor cell target","3/408","10/18614",0.00111853228547208,0.00932338976602085,0.0068260446223514,"4818/7040/10666",3
"GO:0002855","GO:0002855","regulation of natural killer cell mediated immune response to tumor cell","3/408","10/18614",0.00111853228547208,0.00932338976602085,0.0068260446223514,"7040/11126/10666",3
"GO:0060368","GO:0060368","regulation of Fc receptor mediated stimulatory signaling pathway","3/408","10/18614",0.00111853228547208,0.00932338976602085,0.0068260446223514,"5788/4067/10666",3
"GO:0071803","GO:0071803","positive regulation of podosome assembly","3/408","10/18614",0.00111853228547208,0.00932338976602085,0.0068260446223514,"3936/4478/387",3
"GO:0038093","GO:0038093","Fc receptor signaling pathway","6/408","54/18614",0.00113524841259781,0.00940502546696885,0.00688581354239365,"2214/919/5788/2534/2207/4067",6
"GO:0043550","GO:0043550","regulation of lipid kinase activity","6/408","54/18614",0.00113524841259781,0.00940502546696885,0.00688581354239365,"975/5295/7040/5305/4067/998",6
"GO:2000179","GO:2000179","positive regulation of neural precursor cell proliferation","6/408","54/18614",0.00113524841259781,0.00940502546696885,0.00688581354239365,"3688/9289/1524/4067/2771/4673",6
