"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0010810","GO:0010810","regulation of cell-substrate adhesion","11/292","222/18614",0.000794136657657714,0.019386633825873,0.017031343827147,"402/1021/71/5034/2316/81/708/10519/91663/5880/6281",11
"GO:0010811","GO:0010811","positive regulation of cell-substrate adhesion","8/292","125/18614",0.000803593377734473,0.0194688759242034,0.0171035942996277,"402/1021/5034/2316/708/10519/91663/6281",8
"GO:1903321","GO:1903321","negative regulation of protein modification by small protein conjugation or removal","7/292","97/18614",0.000838660295367931,0.0201656813878695,0.0177157445851762,"5478/6224/6188/6167/6201/6209/706",7
"GO:0071706","GO:0071706","tumor necrosis factor superfamily cytokine production","10/292","190/18614",0.000861920729983879,0.0204179444036181,0.0179373600649277,"566/3315/4282/2950/3146/29108/6693/1652/706/5777",10
"GO:1903555","GO:1903555","regulation of tumor necrosis factor superfamily cytokine production","10/292","190/18614",0.000861920729983879,0.0204179444036181,0.0179373600649277,"566/3315/4282/2950/3146/29108/6693/1652/706/5777",10
"GO:0052548","GO:0052548","regulation of endopeptidase activity","14/292","336/18614",0.000902503851848161,0.0212221126339001,0.0186438295710739,"2597/6622/3146/6188/2934/51065/29108/25824/51079/5273/2821/10541/3336/1471",14
"GO:1990266","GO:1990266","neutrophil migration","8/292","128/18614",0.000938275846490756,0.021902234723193,0.0192413233521616,"6368/5478/2526/5479/708/682/4267/5880",8
"GO:0002685","GO:0002685","regulation of leukocyte migration","11/292","227/18614",0.00095268286933574,0.0220773899719978,0.0193951989188184,"1991/928/4282/3146/2526/29108/6693/1652/708/4267/5880",11
"GO:0097193","GO:0097193","intrinsic apoptotic signaling pathway","13/292","301/18614",0.000987054247422989,0.0227093488004224,0.0199503808131159,"2023/5478/3315/4282/6188/5034/6201/51065/29108/1396/51079/3094/7314",13
"GO:0031640","GO:0031640","killing of cells of another organism","5/292","49/18614",0.000995322238189965,0.0227360036980822,0.0199737973964588,"2597/3151/4069/6223/140823",5
"GO:2000765","GO:2000765","regulation of cytoplasmic translation","4/292","29/18614",0.00103413220970448,0.0234549986286165,0.0206054413415548,"4904/23521/3184/5315",4
"GO:2001233","GO:2001233","regulation of apoptotic signaling pathway","15/292","381/18614",0.00106090955046189,0.0237439039021516,0.0208592473963472,"2023/5478/3315/4282/4000/648/2950/6188/5034/3148/6201/29108/4150/51079/7314",15
"GO:0016052","GO:0016052","carbohydrate catabolic process","9/292","162/18614",0.00106171928017751,0.0237439039021516,0.0208592473963472,"2023/2597/402/2526/7167/5223/3939/2821/5315",9
"GO:1903578","GO:1903578","regulation of ATP metabolic process","6/292","74/18614",0.00107289421328658,0.0238271923200727,0.0209324170706277,"2023/402/93974/4718/5223/706",6
"GO:0006402","GO:0006402","mRNA catabolic process","12/292","268/18614",0.00112662285578179,0.024715031881369,0.0217123926438807,"4904/4869/7431/51690/23658/3182/57819/55603/6050/3184/23589/26135",12
"GO:0002532","GO:0002532","production of molecular mediator involved in inflammatory response","7/292","102/18614",0.00112832853492179,0.024715031881369,0.0217123926438807,"8673/122618/29108/241/6223/2896/23646",7
"GO:0052547","GO:0052547","regulation of peptidase activity","16/292","425/18614",0.00116638248775976,0.0253747700398347,0.0222919789461568,"2597/6622/3146/6188/2934/51065/29108/25824/51079/5273/5037/2821/10541/2896/3336/1471",16
"GO:0042744","GO:0042744","hydrogen peroxide catabolic process","4/292","30/18614",0.00117863998134617,0.0254681801374666,0.0223740406131787,"4353/6622/847/25824",4
"GO:0030168","GO:0030168","platelet activation","8/292","133/18614",0.00120245032051423,0.0257399686606177,0.022612809438527,"1511/5478/3315/928/71/1192/2316/5777",8
"GO:0046598","GO:0046598","positive regulation of viral entry into host cell","3/292","14/18614",0.00122341314459471,0.0257399686606177,0.022612809438527,"3956/3146/5034",3
"GO:0070942","GO:0070942","neutrophil mediated cytotoxicity","3/292","14/18614",0.00122341314459471,0.0257399686606177,0.022612809438527,"566/1511/1991",3
"GO:0075294","GO:0075294","positive regulation by symbiont of entry into host","3/292","14/18614",0.00122341314459471,0.0257399686606177,0.022612809438527,"3956/3146/5034",3
"GO:0032760","GO:0032760","positive regulation of tumor necrosis factor production","7/292","105/18614",0.00133653575433186,0.0277699532241724,0.0243961703549311,"566/3315/4282/3146/29108/6693/1652",7
"GO:0140694","GO:0140694","non-membrane-bounded organelle assembly","15/292","390/18614",0.00133726478940668,0.0277699532241724,0.0243961703549311,"6175/6228/3921/6188/71/2934/51065/4869/6209/2316/6223/708/26054/27258/203068",15
"GO:0072593","GO:0072593","reactive oxygen species metabolic process","11/292","237/18614",0.00134875370143496,0.0278278344334774,0.0244470195526649,"4353/6622/2950/847/93974/4718/25824/51079/706/140823/5880",11
"GO:0002274","GO:0002274","myeloid leukocyte activation","11/292","240/18614",0.00149098377249042,0.0302131801321438,0.0265425686358882,"566/1511/8673/4282/6622/3146/29108/2242/5777/5880/2896",11
"GO:0000054","GO:0000054","ribosomal subunit export from nucleus","3/292","15/18614",0.00151160375895654,0.0302131801321438,0.0265425686358882,"4869/6209/5901",3
"GO:0002679","GO:0002679","respiratory burst involved in defense response","3/292","15/18614",0.00151160375895654,0.0302131801321438,0.0265425686358882,"4353/6223/2896",3
"GO:0033750","GO:0033750","ribosome localization","3/292","15/18614",0.00151160375895654,0.0302131801321438,0.0265425686358882,"4869/6209/5901",3
"GO:2000767","GO:2000767","positive regulation of cytoplasmic translation","3/292","15/18614",0.00151160375895654,0.0302131801321438,0.0265425686358882,"4904/3184/5315",3
"GO:0010950","GO:0010950","positive regulation of endopeptidase activity","9/292","171/18614",0.00154790293717416,0.0305774688211584,0.0268625997444692,"6622/3146/6188/2934/51065/29108/51079/10541/3336",9
"GO:0031113","GO:0031113","regulation of microtubule polymerization","5/292","54/18614",0.00154895245435512,0.0305774688211584,0.0268625997444692,"6622/402/6188/3925/2242",5
"GO:0051701","GO:0051701","biological process involved in interaction with host","10/292","206/18614",0.0015855012138331,0.0311069501953267,0.0273277542119505,"3956/8673/5478/3146/3921/2934/5034/3326/156/682",10
"GO:0032272","GO:0032272","negative regulation of protein polymerization","6/292","80/18614",0.0016096070614635,0.0313873376985382,0.0275740773237874,"6622/822/2934/3925/5216/91663",6
"GO:1903557","GO:1903557","positive regulation of tumor necrosis factor superfamily cytokine production","7/292","109/18614",0.00165954194606633,0.0321649402637582,0.028257208638284,"566/3315/4282/3146/29108/6693/1652",7
"GO:0072331","GO:0072331","signal transduction by p53 class mediator","9/292","173/18614",0.00167707097658198,0.0322160667771777,0.0283021237708723,"4282/6224/6167/6201/51065/29108/6209/3094/7314",9
"GO:0042743","GO:0042743","hydrogen peroxide metabolic process","5/292","55/18614",0.0016823274395837,0.0322160667771777,0.0283021237708723,"4353/6622/847/25824/5880",5
"GO:0033006","GO:0033006","regulation of mast cell activation involved in immune response","4/292","33/18614",0.0016961938194341,0.0322882609199419,0.02836554701798,"8673/2242/5777/5880",4
"GO:0045727","GO:0045727","positive regulation of translation","8/292","141/18614",0.00174530535701686,0.0330265475250883,0.0290141388843227,"6191/4904/51065/4869/7431/708/3184/5315",8
"GO:0006735","GO:0006735","NADH regeneration","3/292","16/18614",0.00183896442034228,0.0341919082340384,0.0300379194485529,"2023/7167/5315",3
"GO:0061621","GO:0061621","canonical glycolysis","3/292","16/18614",0.00183896442034228,0.0341919082340384,0.0300379194485529,"2023/7167/5315",3
"GO:0061718","GO:0061718","glucose catabolic process to pyruvate","3/292","16/18614",0.00183896442034228,0.0341919082340384,0.0300379194485529,"2023/7167/5315",3
"GO:1902624","GO:1902624","positive regulation of neutrophil migration","4/292","34/18614",0.00189889796680502,0.0351021716638292,0.0308375946054311,"2526/708/4267/5880",4
"GO:0072332","GO:0072332","intrinsic apoptotic signaling pathway by p53 class mediator","6/292","83/18614",0.00194443355847686,0.0357373478161437,0.0313956029496355,"4282/6201/51065/29108/3094/7314",6
"GO:0031396","GO:0031396","regulation of protein ubiquitination","10/292","213/18614",0.00202834326397458,0.0370665243325183,0.0325632972724701,"5478/648/6224/6188/6167/6201/6209/706/7314/3326",10
"GO:0043254","GO:0043254","regulation of protein-containing complex assembly","15/292","409/18614",0.00212296046106382,0.0385751565595574,0.0338886451589673,"6622/822/402/3146/51673/6188/2934/1854/29108/23521/3925/2242/5216/91663/26054",15
"GO:1903311","GO:1903311","regulation of mRNA metabolic process","13/292","329/18614",0.0021791914146031,0.0393731872536764,0.0345897227807058,"3178/4904/4869/7431/3182/708/5725/55603/3184/23589/26135/4691/10772",13
"GO:0051438","GO:0051438","regulation of ubiquitin-protein transferase activity","5/292","59/18614",0.00230118147083596,0.0413436985603,0.0363208358702613,"648/6224/6167/6201/6209",5
"GO:0031333","GO:0031333","negative regulation of protein-containing complex assembly","8/292","148/18614",0.00236478637584042,0.0422490884354059,0.0371162295625879,"6622/822/3146/2934/23521/3925/5216/91663",8
"GO:0046785","GO:0046785","microtubule polymerization","6/292","87/18614",0.00246974443937923,0.0438791262063043,0.038548233384229,"6622/402/51673/6188/3925/2242",6
"GO:0002366","GO:0002366","leukocyte activation involved in immune response","12/292","296/18614",0.00258677868783729,0.0452596797845715,0.0397610629488896,"3956/8673/4818/6194/3146/4602/29108/6693/2242/5777/5880/2896",12
"GO:0031110","GO:0031110","regulation of microtubule polymerization or depolymerization","6/292","88/18614",0.00261628504798123,0.0452596797845715,0.0397610629488896,"6622/402/6188/3925/2242/10519",6
"GO:0032273","GO:0032273","positive regulation of protein polymerization","6/292","88/18614",0.00261628504798123,0.0452596797845715,0.0397610629488896,"402/51673/6188/29108/2242/5216",6
"GO:0060263","GO:0060263","regulation of respiratory burst","3/292","18/18614",0.00261821161980792,0.0452596797845715,0.0397610629488896,"6223/5880/2896",3
"GO:0061620","GO:0061620","glycolytic process through glucose-6-phosphate","3/292","18/18614",0.00261821161980792,0.0452596797845715,0.0397610629488896,"2023/7167/5315",3
"GO:0044000","GO:0044000","movement in host","9/292","185/18614",0.0026448706326712,0.0454747112004435,0.0399499701109192,"3956/8673/5478/3146/3921/2934/5034/156/682",9
"GO:1905517","GO:1905517","macrophage migration","5/292","61/18614",0.0026660272036925,0.0455933422321316,0.0400541886104998,"566/928/4282/23521/1652",5
"GO:0045652","GO:0045652","regulation of megakaryocyte differentiation","4/292","38/18614",0.00287776591923587,0.0488195078420409,0.0428884060532593,"4602/3148/3276/10519",4
"GO:0002263","GO:0002263","cell activation involved in immune response","12/292","300/18614",0.00288520543531761,0.0488195078420409,0.0428884060532593,"3956/8673/4818/6194/3146/4602/29108/6693/2242/5777/5880/2896",12
"GO:0046718","GO:0046718","viral entry into host cell","8/292","153/18614",0.00290408199574979,0.0488802853810938,0.0429417997044664,"3956/8673/3146/3921/2934/5034/156/682",8
