"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0018212","GO:0018212","peptidyl-tyrosine modification","29/462","372/18614",5.97078782425219e-08,1.72194572314236e-06,1.17010370876833e-06,"2069/653361/948/683/960/5788/64092/2268/6868/409/3689/4067/3055/7422/353514/54625/1839/920/8767/2534/5621/3572/2209/5606/5912/7124/5008/9021/5610",29
"GO:0034341","GO:0034341","response to type II interferon","17/462","139/18614",6.5126085912328e-08,1.86668143179384e-06,1.26845511857657e-06,"6349/6348/6556/7097/6813/7099/3460/3459/3055/54625/140885/834/2634/6772/7124/3659/6351",17
"GO:0014002","GO:0014002","astrocyte development","10/462","43/18614",7.41031563167947e-08,2.1110362580004e-06,1.43450012484886e-06,"6280/6279/3553/728/7099/4035/2896/3949/3459/7124",10
"GO:0010951","GO:0010951","negative regulation of endopeptidase activity","18/462","160/18614",9.81713930717902e-08,2.77973786928124e-06,1.88889902076248e-06,"7057/5329/5265/9314/831/960/4671/1378/8301/114769/409/7077/5743/7422/5272/2537/7124/1654",18
"GO:0032743","GO:0032743","positive regulation of interleukin-2 production","9/462","34/18614",9.99388876353851e-08,2.79589510797916e-06,1.89987825470105e-06,"3553/64581/9308/5142/5788/301/920/8767/4860",9
"GO:0050869","GO:0050869","negative regulation of B cell activation","9/462","34/18614",9.99388876353851e-08,2.79589510797916e-06,1.89987825470105e-06,"4332/7128/604/7305/64092/1378/7805/4067/3398",9
"GO:0010466","GO:0010466","negative regulation of peptidase activity","22/462","236/18614",1.14007411993413e-07,3.170491838293e-06,2.15442578052715e-06,"7057/5329/5265/334/9314/831/960/1508/4035/1475/4671/1378/8301/114769/409/7077/5743/7422/5272/2537/7124/1654",22
"GO:0050671","GO:0050671","positive regulation of lymphocyte proliferation","17/462","145/18614",1.21763810870475e-07,3.36615694903466e-06,2.28738494914576e-06,"3553/604/1604/683/1026/7099/8660/5788/301/10673/10288/57162/3105/8767/3572/4179/4860",17
"GO:0032642","GO:0032642","regulation of chemokine production","14/462","98/18614",1.3464739556982e-07,3.70042724765998e-06,2.51452969064134e-06,"3553/64581/7097/9314/3091/7099/6868/23765/140885/8767/7124/1654/5610/1958",14
"GO:0032722","GO:0032722","positive regulation of chemokine production","12/462","70/18614",1.36834507481213e-07,3.73854280089022e-06,2.54043012966044e-06,"3553/64581/7097/3091/7099/6868/23765/8767/7124/1654/5610/1958",12
"GO:0032946","GO:0032946","positive regulation of mononuclear cell proliferation","17/462","148/18614",1.64434644818267e-07,4.46650384064501e-06,3.03509723850607e-06,"3553/604/1604/683/1026/7099/8660/5788/301/10673/10288/57162/3105/8767/3572/4179/4860",17
"GO:0070665","GO:0070665","positive regulation of leukocyte proliferation","18/462","166/18614",1.72407443010302e-07,4.65599753609324e-06,3.16386278137554e-06,"3553/604/1604/683/1026/7099/8660/5788/301/10673/10288/4067/57162/3105/8767/3572/4179/4860",18
"GO:0032755","GO:0032755","positive regulation of interleukin-6 production","14/462","100/18614",1.74291856164546e-07,4.67983650575147e-06,3.18006193703732e-06,"3553/2069/948/64581/7097/7099/7305/5724/10288/23765/353514/55122/8767/7124",14
"GO:0002763","GO:0002763","positive regulation of myeloid leukocyte differentiation","11/462","59/18614",1.86976519595066e-07,4.99173885456084e-06,3.39200711638327e-06,"677/10221/1230/2124/7305/920/3398/7071/2353/4853/7124",11
"GO:0000302","GO:0000302","response to reactive oxygen species","20/462","205/18614",2.06094628868402e-07,5.4708756026885e-06,3.717592109253e-06,"6648/653361/120892/1545/948/7128/10105/3091/23135/1263/84919/301/140885/2534/6546/2353/6772/388/3043/3725",20
"GO:0070997","GO:0070997","neuron death","28/462","373/18614",2.21498302342768e-07,5.84655405957859e-06,3.97287469441443e-06,"6648/6348/120892/1051/3091/7099/2309/2896/7305/4170/3684/4671/8301/409/3689/7133/80315/1499/10018/1522/2534/5621/3572/2353/7124/3309/1958/3725",28
"GO:0045861","GO:0045861","negative regulation of proteolysis","26/462","330/18614",2.37230327484786e-07,6.22662971915123e-06,4.23114528500363e-06,"7057/120892/5329/5265/334/9314/6386/831/960/1508/4035/1475/4671/1378/8301/114769/409/7077/5743/7422/1522/5621/5272/2537/7124/1654",26
"GO:0002286","GO:0002286","T cell activation involved in immune response","15/462","119/18614",2.59985096188005e-07,6.78575625357743e-06,4.61108526964436e-06,"6556/64332/114548/10875/26253/604/3958/301/3936/2207/3383/5873/8767/4179/602",15
"GO:0034113","GO:0034113","heterotypic cell-cell adhesion","11/462","61/18614",2.67115211818445e-07,6.93312372008763e-06,4.71122502248204e-06,"3553/3557/9314/960/5788/4814/10288/3689/140885/3687/7124",11
"GO:0010950","GO:0010950","positive regulation of endopeptidase activity","18/462","171/18614",2.70171480586522e-07,6.97370805138249e-06,4.73880305582408e-06,"6280/6279/64581/114548/1509/1378/1512/7805/8301/4067/64115/10018/55122/8767/2534/834/7124/1654",18
"GO:0002367","GO:0002367","cytokine production involved in immune response","15/462","121/18614",3.24143849877778e-07,8.3208794869724e-06,5.65423858433417e-06,"3553/948/64581/114548/54210/604/1604/11213/7099/7805/7133/3105/8767/27342/7124",15
"GO:0097242","GO:0097242","amyloid-beta clearance","9/462","39/18614",3.61638365029276e-07,9.2326472208567e-06,6.27380678129592e-06,"728/948/4035/3684/3949/8301/3459/3689/7124",9
"GO:0031667","GO:0031667","response to nutrient levels","32/462","477/18614",3.86591349419867e-07,9.81605861135663e-06,6.67024891218719e-06,"6648/120892/1545/1536/64332/2180/1026/2309/7538/490/23710/968/3949/7378/706/5743/80315/5339/6256/8932/51422/81631/6546/8408/7071/2752/2353/123/6772/7124/3309/5610",32
"GO:0062207","GO:0062207","regulation of pattern recognition receptor signaling pathway","14/462","107/18614",4.09535531625871e-07,1.03424324527355e-05,7.02793265083144e-06,"929/948/7128/7097/11213/7099/4814/9958/51296/409/4067/57162/3659/1654",14
"GO:0010634","GO:0010634","positive regulation of epithelial cell migration","18/462","176/18614",4.16204030201677e-07,1.04543291887217e-05,7.10396918555891e-06,"7057/3091/8660/2896/301/152007/6868/1512/5743/9922/7422/5025/1839/9448/4215/5606/388/3725",18
"GO:0032615","GO:0032615","interleukin-12 production","11/462","64/18614",4.44289862057248e-07,1.10048923908957e-05,7.47809017910538e-06,"7057/948/64581/7097/11213/7099/7805/409/353514/8767/3659",11
"GO:0032655","GO:0032655","regulation of interleukin-12 production","11/462","64/18614",4.44289862057248e-07,1.10048923908957e-05,7.47809017910538e-06,"7057/948/64581/7097/11213/7099/7805/409/353514/8767/3659",11
"GO:0009612","GO:0009612","response to mechanical stimulus","20/462","215/18614",4.45189353998134e-07,1.10048923908957e-05,7.47809017910538e-06,"7057/3553/4792/2354/7099/56729/10746/5743/1499/5339/4214/8932/2534/6546/834/2353/6772/7124/3659/3725",20
"GO:0060759","GO:0060759","regulation of response to cytokine stimulus","18/462","177/18614",4.52886021932239e-07,1.11362289182496e-05,7.56733652159354e-06,"7128/3557/7097/9314/3091/11213/7099/5788/4671/6868/54502/7805/114769/54625/8767/27342/834/9636",18
"GO:0051092","GO:0051092","positive regulation of NF-kappaB transcription factor activity","17/462","159/18614",4.63845047228742e-07,1.13459898463491e-05,7.70987413856095e-06,"6283/6280/6279/3553/948/64581/114548/7097/11213/7099/114769/28232/8837/8767/7124/10475/5610",17
"GO:0006979","GO:0006979","response to oxidative stress","30/462","434/18614",4.8053001999429e-07,1.16928971531944e-05,7.94560603236173e-06,"6648/653361/120892/1545/948/7128/10105/694/3091/7099/23135/2309/1263/84919/50640/4170/301/240/5743/1499/140885/2534/6546/5621/2353/6772/7124/388/3043/3725",30
"GO:0001906","GO:0001906","cell killing","19/462","197/18614",4.95975467404718e-07,1.19688651952802e-05,8.13313298237319e-06,"6283/64581/54210/1604/4069/6813/5788/7305/3684/1378/1512/409/3105/1130/3383/5873/5272/2209/127544",19
"GO:0002832","GO:0002832","negative regulation of response to biotic stimulus","15/462","125/18614",4.96994830454701e-07,1.19688651952802e-05,8.13313298237319e-06,"7128/196/10221/10875/11213/2896/9958/1378/114769/409/3105/54625/5272/10475/9636",15
"GO:1902106","GO:1902106","negative regulation of leukocyte differentiation","14/462","109/18614",5.16019792608912e-07,1.23633049798402e-05,8.4011643428258e-06,"6348/9935/10221/10875/28959/604/11025/7099/301/1378/4067/1499/3398/3659",14
"GO:0150077","GO:0150077","regulation of neuroinflammatory response","9/462","41/18614",5.72102641428271e-07,1.3612838692135e-05,9.25025268012777e-06,"3553/6348/120892/5788/2896/3949/7133/5743/7124",9
"GO:0002467","GO:0002467","germinal center formation","6/462","14/18614",5.7400026163326e-07,1.3612838692135e-05,9.25025268012777e-06,"7128/604/10673/6868/4791/602",6
"GO:0032613","GO:0032613","interleukin-10 production","11/462","66/18614",6.13730038672442e-07,1.4408777591345e-05,9.79111238633212e-06,"64581/7097/9308/7099/7305/54502/64115/353514/4179/602/9636",11
"GO:0032653","GO:0032653","regulation of interleukin-10 production","11/462","66/18614",6.13730038672442e-07,1.4408777591345e-05,9.79111238633212e-06,"64581/7097/9308/7099/7305/54502/64115/353514/4179/602/9636",11
"GO:0051607","GO:0051607","defense response to virus","24/462","303/18614",6.28815760981513e-07,1.46891361765281e-05,9.98162281642233e-06,"3553/7128/10875/200315/7097/3460/5788/665/4600/10964/5359/1130/64343/91351/834/2537/3687/10010/6772/10475/3659/4599/5610/9636",24
"GO:0031668","GO:0031668","cellular response to extracellular stimulus","22/462","261/18614",6.51391142619066e-07,1.51407931259516e-05,1.02885346223572e-05,"120892/1026/2309/490/23710/5788/968/7378/4067/432/80315/5339/6256/51422/81631/8408/7071/2752/2353/123/3309/5610",22
"GO:0140546","GO:0140546","defense response to symbiont","24/462","304/18614",6.67261471950737e-07,1.5432898994821e-05,1.04870276154425e-05,"3553/7128/10875/200315/7097/3460/5788/665/4600/10964/5359/1130/64343/91351/834/2537/3687/10010/6772/10475/3659/4599/5610/9636",24
"GO:0032733","GO:0032733","positive regulation of interleukin-10 production","9/462","42/18614",7.12272074681471e-07,1.63927839059696e-05,1.11392925965223e-05,"64581/7097/9308/7099/54502/353514/4179/602/9636",9
"GO:0071674","GO:0071674","mononuclear cell migration","19/462","202/18614",7.28963738629198e-07,1.66946989552726e-05,1.13444511646319e-05,"6283/7057/6349/6348/728/1230/3958/1843/301/6868/120425/240/4067/5339/140885/158747/102/7124/6351",19
"GO:0002821","GO:0002821","positive regulation of adaptive immune response","15/462","129/18614",7.48957307674104e-07,1.70689197144069e-05,1.15987432089607e-05,"3553/6556/64332/64581/114548/1604/5788/10673/3105/55122/920/8767/3572/2209/7124",15
"GO:0002431","GO:0002431","Fc receptor mediated stimulatory signaling pathway","8/462","32/18614",8.44544137231842e-07,1.91539330541125e-05,1.30155601323006e-05,"5788/2268/2207/4067/3055/5359/2534/27342",8
"GO:0031960","GO:0031960","response to corticosteroid","17/462","166/18614",8.55342001307978e-07,1.93051102903907e-05,1.31182887157125e-05,"1545/1536/6446/677/3557/2354/7538/490/301/5724/5743/1977/10018/8837/2353/7124/3192",17
"GO:0043525","GO:0043525","positive regulation of neuron apoptotic process","10/462","55/18614",8.66031474495673e-07,1.94523992732874e-05,1.32183751370392e-05,"6348/2309/2896/7305/4170/3684/1499/10018/5621/7124",10
"GO:0034142","GO:0034142","toll-like receptor 4 signaling pathway","9/462","43/18614",8.81199141307412e-07,1.96983846324796e-05,1.33855281298572e-05,"929/4792/7128/7099/4814/23643/4067/57162/8767",9
"GO:0031098","GO:0031098","stress-activated protein kinase signaling cascade","21/462","245/18614",8.90949383727123e-07,1.9821502479872e-05,1.3469189680807e-05,"3553/653361/120892/677/10221/6386/7099/1843/7538/4671/4067/7422/140885/9770/9448/8767/4215/5606/7124/5610/4616",21
"GO:0019882","GO:0019882","antigen processing and presentation","14/462","114/18614",8.98739313645318e-07,1.99000477409996e-05,1.3522563082835e-05,"7057/1520/6556/10875/1509/968/10437/1512/2207/10288/3105/5873/50856/2209",14
"GO:1903707","GO:1903707","negative regulation of hemopoiesis","14/462","115/18614",1.00046910789862e-06,2.20480739250111e-05,1.49821987558204e-05,"6348/9935/10221/10875/28959/604/11025/7099/301/1378/4067/1499/3398/3659",14
"GO:0050728","GO:0050728","negative regulation of inflammatory response","18/462","187/18614",1.01899505996243e-06,2.23509151180492e-05,1.51879866609671e-05,"8870/114548/7128/9314/7538/5788/2896/3949/2268/240/7133/4067/3055/313/140885/2534/27342/9021",18
"GO:0002752","GO:0002752","cell surface pattern recognition receptor signaling pathway","10/462","56/18614",1.03117393302824e-06,2.25123580145231e-05,1.52976910084268e-05,"929/2219/4792/7128/7099/4814/23643/4067/57162/8767",10
"GO:0002685","GO:0002685","regulation of leukocyte migration","20/462","227/18614",1.05410165866555e-06,2.29058741827229e-05,1.55650947492548e-05,"7057/3576/6348/728/1230/3958/683/1843/301/6868/5724/4067/7422/5025/3383/27342/158747/102/7124/6351",20
"GO:0007162","GO:0007162","negative regulation of cell adhesion","24/462","312/18614",1.06208096120265e-06,2.29724178274944e-05,1.56103127630955e-05,"7057/1545/10875/1051/3557/604/3958/9314/1843/5788/301/1378/7805/10288/57162/64115/7422/7045/9448/5621/102/10154/3659/28984",24
"GO:0038094","GO:0038094","Fc-gamma receptor signaling pathway","8/462","33/18614",1.09075880666728e-06,2.34839868421637e-05,1.59579362644119e-05,"26253/5788/2268/2207/4067/3055/2534/2209",8
"GO:0045582","GO:0045582","positive regulation of T cell differentiation","14/462","116/18614",1.11238682647568e-06,2.38397763912586e-05,1.61997038563527e-05,"64332/114548/604/9308/2309/5788/301/1378/10288/64115/6604/8767/4179/4860",14
"GO:0002285","GO:0002285","lymphocyte activation involved in immune response","19/462","208/18614",1.13790938548894e-06,2.4275400223764e-05,1.64957207720963e-05,"6556/64332/114548/10875/26253/604/3958/7099/5788/301/1378/3936/2207/3383/5873/8767/4179/602/4853",19
"GO:0006959","GO:0006959","humoral immune response","21/462","250/18614",1.23702273602274e-06,2.62698646486283e-05,1.78510075207874e-05,"6283/6280/3576/3553/2219/2920/6556/54210/1604/4069/683/9308/5788/1378/240/3105/4179/602/4853/7124/28984",21
"GO:0002262","GO:0002262","myeloid cell homeostasis","17/462","171/18614",1.29720536130016e-06,2.74232735203364e-05,1.86347767072221e-05,"9935/677/604/3091/2309/5142/7538/301/6868/4067/7422/10018/8837/3398/6772/338442/9636",17
"GO:0048143","GO:0048143","astrocyte activation","7/462","24/18614",1.33103414614277e-06,2.80116735620677e-05,1.90346087471152e-05,"3553/728/4035/2896/3949/3459/7124",7
"GO:0045619","GO:0045619","regulation of lymphocyte differentiation","19/462","212/18614",1.51650420922703e-06,3.16704201541356e-05,2.15208154255752e-05,"64332/114548/677/10875/604/9308/2309/5788/301/1378/10288/64115/6604/150372/8767/3398/4179/4860/3659",19
"GO:0002718","GO:0002718","regulation of cytokine production involved in immune response","14/462","119/18614",1.51844480191061e-06,3.16704201541356e-05,2.15208154255752e-05,"3553/948/64581/114548/604/1604/11213/7099/7805/7133/3105/8767/27342/7124",14
"GO:0070371","GO:0070371","ERK1 and ERK2 cascade","25/462","341/18614",1.52735286501219e-06,3.17146337126086e-05,2.1550859606441e-05,"3553/6349/6348/1848/728/948/677/1230/7099/960/5788/152007/1512/409/4067/3383/8837/140885/920/8767/5908/4853/7124/6351/3725",25
"GO:0048708","GO:0048708","astrocyte differentiation","12/462","87/18614",1.55797468528319e-06,3.22073350869162e-05,2.18856620904243e-05,"6280/6279/3553/728/7099/4035/2896/3949/3459/3398/3572/7124",12
"GO:0042100","GO:0042100","B cell proliferation","13/462","103/18614",1.61012504591724e-06,3.31387850860148e-05,2.2518604861982e-05,"4332/64332/196/604/683/1026/7099/8660/5788/7305/10673/4067/57162",13
"GO:0009410","GO:0009410","response to xenobiotic stimulus","29/462","440/18614",1.95165145526454e-06,3.99917350833155e-05,2.71753499034065e-05,"6283/7057/3553/6648/1848/1545/1536/64332/196/2180/200315/2354/6817/5142/284996/6868/706/4067/5743/1499/6546/5621/2353/4860/123/6772/7124/3309/3725",29
"GO:0051403","GO:0051403","stress-activated MAPK cascade","20/462","237/18614",2.06288797699097e-06,4.20865180283923e-05,2.859880550956e-05,"3553/653361/120892/677/10221/6386/7099/1843/7538/4671/7422/140885/9770/9448/8767/4215/5606/7124/5610/4616",20
"GO:0051235","GO:0051235","maintenance of location","25/462","347/18614",2.09211456386488e-06,4.22064753523128e-05,2.8680319408475e-05,"6280/6279/3553/6348/4792/948/2512/2495/5788/301/706/4067/5552/10938/5566/2760/920/6546/51099/57674/114885/123/7124/3309/3192",25
"GO:0070391","GO:0070391","response to lipoteichoic acid","5/462","10/18614",2.09586949523471e-06,4.22064753523128e-05,2.8680319408475e-05,"929/948/7097/7099/8767",5
"GO:0071223","GO:0071223","cellular response to lipoteichoic acid","5/462","10/18614",2.09586949523471e-06,4.22064753523128e-05,2.8680319408475e-05,"929/948/7097/7099/8767",5
"GO:0010631","GO:0010631","epithelial cell migration","26/462","371/18614",2.18419271180578e-06,4.37963448478825e-05,2.97606741305907e-05,"6283/6280/7057/1545/9839/9314/3091/8660/2896/301/152007/6868/1512/5743/9922/7422/5025/1839/9448/2752/4215/5606/7124/28984/388/3725",26
"GO:0070555","GO:0070555","response to interleukin-1","15/462","141/18614",2.33544169226127e-06,4.66289896848061e-05,3.16855247137201e-05,"3576/3553/6349/6348/1051/3557/3091/11213/301/140885/8767/10010/2634/1958/6351",15
"GO:0090132","GO:0090132","epithelium migration","26/462","374/18614",2.53270958092009e-06,5.03524219662071e-05,3.42156868804255e-05,"6283/6280/7057/1545/9839/9314/3091/8660/2896/301/152007/6868/1512/5743/9922/7422/5025/1839/9448/2752/4215/5606/7124/28984/388/3725",26
"GO:0051384","GO:0051384","response to glucocorticoid","15/462","142/18614",2.55286775352059e-06,5.05381277307127e-05,3.43418784327301e-05,"1545/677/3557/2354/7538/490/301/5724/5743/1977/10018/8837/2353/7124/3192",15
"GO:1901653","GO:1901653","cellular response to peptide","26/462","375/18614",2.65976576112372e-06,5.24321756791984e-05,3.56289297603781e-05,"3553/1545/948/677/1509/5791/7099/8660/4035/490/57085/11031/4067/10018/3383/8837/8767/2534/5621/2885/2353/23433/6772/7124/64397/9021",26
"GO:0140895","GO:0140895","cell surface toll-like receptor signaling pathway","9/462","49/18614",2.81336346022004e-06,5.52270339754119e-05,3.75281034764425e-05,"929/4792/7128/7099/4814/23643/4067/57162/8767",9
"GO:0050851","GO:0050851","antigen receptor-mediated signaling pathway","18/462","201/18614",2.8873781528059e-06,5.64428064012936e-05,3.83542502041956e-05,"4792/4332/64332/3958/2533/5142/5788/7805/9473/4067/3105/150372/8767/2534/5621/3937/2885/51324",18
"GO:0032729","GO:0032729","positive regulation of type II interferon production","11/462","77/18614",2.98731817106198e-06,5.81531270633399e-05,3.95164544031708e-05,"3553/929/6556/64581/7099/5142/3105/8767/602/7124/9636",11
"GO:0070374","GO:0070374","positive regulation of ERK1 and ERK2 cascade","19/462","222/18614",3.01251732003217e-06,5.84003357642751e-05,3.96844386862504e-05,"6349/6348/728/948/1230/7099/960/5788/152007/409/3383/8837/920/8767/5908/4853/7124/6351/3725",19
"GO:0090130","GO:0090130","tissue migration","26/462","379/18614",3.22864808368644e-06,6.2331586144558e-05,4.2355818270545e-05,"6283/6280/7057/1545/9839/9314/3091/8660/2896/301/152007/6868/1512/5743/9922/7422/5025/1839/9448/2752/4215/5606/7124/28984/388/3725",26
"GO:0051770","GO:0051770","positive regulation of nitric-oxide synthase biosynthetic process","6/462","18/18614",3.26058222093466e-06,6.26890540584639e-05,4.25987263519122e-05,"10135/120892/7097/7099/5606/6772",6
"GO:0051924","GO:0051924","regulation of calcium ion transport","21/462","266/18614",3.33138624870343e-06,6.37878547292722e-05,4.33453879468919e-05,"6348/1230/81671/3958/5142/490/79026/409/10288/706/4067/5566/5743/1499/5025/353514/920/2534/6546/5621/6351",21
"GO:0002444","GO:0002444","myeloid leukocyte mediated immunity","13/462","110/18614",3.40755386313756e-06,6.4979965912566e-05,4.41554562888201e-05,"6348/54210/6813/7305/3684/2268/6868/5724/3689/4067/27342/5272/2209",13
"GO:0009595","GO:0009595","detection of biotic stimulus","8/462","38/18614",3.4454695091305e-06,6.54359087262508e-05,4.44652804430364e-05,"64581/114548/7097/7099/4671/23643/706/3105",8
"GO:0071384","GO:0071384","cellular response to corticosteroid stimulus","10/462","64/18614",3.67398110545356e-06,6.9493278237567e-05,4.72223610230042e-05,"1545/6446/677/7538/490/301/1977/10018/8837/3192",10
"GO:0034599","GO:0034599","cellular response to oxidative stress","22/462","290/18614",3.74242547056989e-06,7.05024669294457e-05,4.79081291139168e-05,"6648/653361/120892/1545/948/7128/10105/3091/7099/23135/2309/50640/4170/301/240/1499/140885/2534/2353/7124/388/3725",22
"GO:0071347","GO:0071347","cellular response to interleukin-1","13/462","111/18614",3.77378651478423e-06,7.08077534018953e-05,4.8115578645484e-05,"3576/3553/6349/6348/1051/3557/3091/11213/140885/10010/2634/1958/6351",13
"GO:0002687","GO:0002687","positive regulation of leukocyte migration","15/462","147/18614",3.93606035544302e-06,7.35570959225192e-05,4.99838232926996e-05,"7057/3576/6348/728/1230/3958/6868/5724/7422/5025/3383/158747/102/7124/6351",15
"GO:0042542","GO:0042542","response to hydrogen peroxide","14/462","129/18614",3.9976032794687e-06,7.41142957209436e-05,5.0362454013691e-05,"6648/120892/1545/7128/10105/23135/84919/301/140885/2534/6546/6772/388/3043",14
"GO:0046683","GO:0046683","response to organophosphorus","14/462","129/18614",3.9976032794687e-06,7.41142957209436e-05,5.0362454013691e-05,"3553/1545/677/196/366/2354/5724/5743/5025/6546/5908/2353/6772/3309",14
"GO:0002675","GO:0002675","positive regulation of acute inflammatory response","7/462","28/18614",4.1782564533433e-06,7.68535990158264e-05,5.22238767645396e-05,"3553/5743/3572/2209/7124/5008/241",7
"GO:0031664","GO:0031664","regulation of lipopolysaccharide-mediated signaling pathway","7/462","28/18614",4.1782564533433e-06,7.68535990158264e-05,5.22238767645396e-05,"929/948/7128/10221/1604/114769/23643",7
"GO:0045730","GO:0045730","respiratory burst","8/462","39/18614",4.24129690115663e-06,7.77072122439364e-05,5.28039275702308e-05,"653361/6556/1536/64581/4688/1604/2896/3055",8
"GO:0070372","GO:0070372","regulation of ERK1 and ERK2 cascade","23/462","315/18614",4.28616602830201e-06,7.82225300165117e-05,5.31540984430875e-05,"3553/6349/6348/1848/728/948/1230/7099/960/5788/152007/409/4067/3383/8837/140885/920/8767/5908/4853/7124/6351/3725",23
"GO:0045621","GO:0045621","positive regulation of lymphocyte differentiation","14/462","130/18614",4.38017889227017e-06,7.96272209520864e-05,5.4108619861097e-05,"64332/114548/604/9308/2309/5788/301/1378/10288/64115/6604/8767/4179/4860",14
"GO:0051091","GO:0051091","positive regulation of DNA-binding transcription factor activity","21/462","271/18614",4.46224190088906e-06,8.08046285308283e-05,5.49086967485982e-05,"6283/6280/6279/3553/948/64581/114548/7097/11213/7099/114769/1499/28232/7422/150372/8837/8767/7124/10475/28984/5610",21
"GO:0016485","GO:0016485","protein processing","20/462","250/18614",4.66283229013999e-06,8.38419490809233e-05,5.6972629422329e-05,"7057/1520/9935/120892/5329/831/6868/1512/114769/5552/5566/10159/64115/1362/1522/8767/5621/834/102/10730",20
"GO:0002283","GO:0002283","neutrophil activation involved in immune response","6/462","19/18614",4.66586189234591e-06,8.38419490809233e-05,5.6972629422329e-05,"6813/7305/3684/5724/2207/3689",6
"GO:0010632","GO:0010632","regulation of epithelial cell migration","22/462","295/18614",4.93206449216041e-06,8.82858440895535e-05,5.99923634134132e-05,"7057/9314/3091/8660/2896/301/152007/6868/1512/5743/9922/7422/5025/1839/9448/2752/4215/5606/7124/28984/388/3725",22
"GO:0002526","GO:0002526","acute inflammatory response","13/462","114/18614",5.09027872051842e-06,9.07701610010002e-05,6.16805167580697e-05,"6279/3553/114548/5265/1051/5743/5359/9332/3572/2209/7124/5008/241",13
"GO:0010575","GO:0010575","positive regulation of vascular endothelial growth factor production","7/462","29/18614",5.39063216936919e-06,9.57605836322921e-05,6.50716294689512e-05,"3553/1545/728/3091/55959/5743/3572",7
"GO:0002275","GO:0002275","myeloid cell activation involved in immune response","12/462","98/18614",5.57753448259267e-06,9.87054587222461e-05,6.7072743219695e-05,"6348/6813/2896/7305/3684/2268/5724/2207/3689/4067/27342/7124",12
"GO:0050848","GO:0050848","regulation of calcium-mediated signaling","11/462","82/18614",5.60055507178674e-06,9.87388426241043e-05,6.7095428387324e-05,"6348/120892/64581/5341/683/123041/5025/920/5621/7124/6351",11
"GO:0009620","GO:0009620","response to fungus","10/462","67/18614",5.62857822917491e-06,9.88598401755833e-05,6.71776491459894e-05,"6283/6280/6279/64581/26253/7099/9958/23765/5806/50856",10
"GO:0071453","GO:0071453","cellular response to oxygen levels","16/462","172/18614",6.29774835306896e-06,0.000109904133490252,7.46825132044429e-05,"1536/677/3091/1263/114769/665/5743/80315/7422/8837/378938/6546/9114/2353/28984/1958",16
"GO:0140467","GO:0140467","integrated stress response signaling","8/462","41/18614",6.30639093176239e-06,0.000109904133490252,7.46825132044429e-05,"9935/1051/23645/84919/2353/1052/3309/3725",8
"GO:0043123","GO:0043123","positive regulation of I-kappaB kinase/NF-kappaB signaling","17/462","192/18614",6.32795631611253e-06,0.000109904133490252,7.46825132044429e-05,"6283/3553/948/64581/7099/114769/57162/1499/8837/920/8767/11214/2534/834/4215/7124/10475",17
"GO:0038093","GO:0038093","Fc receptor signaling pathway","9/462","54/18614",6.52464792417153e-06,0.000112098083373687,7.61733551403751e-05,"26253/5788/2268/2207/4067/3055/4214/2534/2209",9
"GO:0071385","GO:0071385","cellular response to glucocorticoid stimulus","9/462","54/18614",6.52464792417153e-06,0.000112098083373687,7.61733551403751e-05,"1545/677/7538/490/301/1977/10018/8837/3192",9
"GO:0002544","GO:0002544","chronic inflammatory response","6/462","20/18614",6.52625827860508e-06,0.000112098083373687,7.61733551403751e-05,"6280/6279/7057/64332/7128/7124",6
"GO:2001242","GO:2001242","regulation of intrinsic apoptotic signaling pathway","16/462","173/18614",6.784101890169e-06,0.000116100088025163,7.88928139608625e-05,"6280/6279/6648/120892/5329/10105/3091/960/4170/9958/2907/5743/10018/25946/10625/1654",16
"GO:0001667","GO:0001667","ameboidal-type cell migration","30/462","496/18614",7.26189560854695e-06,0.000123823271106319,8.41409034013738e-05,"6283/6280/7057/1545/9839/9314/3091/7763/8660/2896/301/152007/6868/1512/8826/5743/9922/7422/5025/5339/1839/9448/6546/2752/4215/5606/7124/28984/388/3725",30
"GO:0043122","GO:0043122","regulation of I-kappaB kinase/NF-kappaB signaling","20/462","258/18614",7.47839831214252e-06,0.000127051188779381,8.63343514236242e-05,"6283/3553/948/64581/7128/7099/114769/57162/1499/8837/920/8767/11214/2534/834/10010/4215/6772/7124/10475",20
"GO:0021782","GO:0021782","glial cell development","13/462","119/18614",8.19911699438158e-06,0.00013879084999185,9.43117347637484e-05,"6280/6279/3553/728/7097/7099/4035/2896/3949/3459/4067/5339/7124",13
"GO:0002532","GO:0002532","production of molecular mediator involved in inflammatory response","12/462","102/18614",8.48206393580463e-06,0.000143062103639275,9.72141547801131e-05,"653361/948/64581/3091/7099/2896/240/4067/23765/140885/7124/241",12
"GO:0036294","GO:0036294","cellular response to decreased oxygen levels","15/462","157/18614",8.84586268635434e-06,0.000148661404570674,0.000101019015002062,"1536/677/3091/1263/114769/665/5743/80315/7422/8837/378938/6546/2353/28984/1958",15
"GO:0038066","GO:0038066","p38MAPK cascade","9/462","56/18614",8.89571218086437e-06,0.000148963323688166,0.000101224176334605,"3553/653361/677/1843/7538/7422/4215/5606/4616",9
